© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo14 vs Cycling0	RBL1	 	transcription regulator	 	 	 	1.90E-03	FOS,HES1,SKP2	22 (7)
Doxo3 vs Cycling0	MYT1	 	transcription regulator	 	 	 	1.91E-03	IL27RA,TM4SF1	 
Doxo3 vs Cycling0	ELK3	 	transcription regulator	 	 	 	1.91E-03	EGR1,FOS	19 (7)
Doxo21 vs Cycling0	KLF2	-2.248	transcription regulator	 	1.387	bias	1.92E-03	CCN2,COL4A1,EDN1,ITGB4,TERT	50 (15)
Palbo28 vs Cycling0	ARID2	 	transcription regulator	 	 	 	1.93E-03	FOS,LTBP4,NREP	 
Palbo28 vs Cycling0	JARID2	 	transcription regulator	 	 	 	1.93E-03	FADS2,INSIG1,SCD	 
Palbo28 vs Cycling0	GLIS3	 	transcription regulator	 	-0.655	bias	1.93E-03	BCL2L11,COL4A1,COL4A2,ITGB4	 
Doxo14 vs Cycling0	SKIL	 	transcription regulator	 	 	 	1.94E-03	COL4A1,CXCL12,TPM1	 
Palbo28 vs Palbo3	MAML1	 	transcription regulator	 	 	 	1.94E-03	EGR1,HES1	 
Palbo28 vs Cycling0	TLE1	 	transcription regulator	 	 	 	1.95E-03	EGR1,FOS	 
Palbo14 vs Palbo3	RBPJ	 	transcription regulator	 	0.771	 	1.99E-03	CXCL12,FADS2,GDNF,HES1	 
Doxo21 vs Doxo3	SP100	 	transcription regulator	 	 	 	2.00E-03	CCN2,FOS	 
Palbo14 vs Palbo3	FERD3L	 	transcription regulator	 	 	 	2.01E-03	HES1	 
Doxo21 vs Doxo3	TRIM28	 	transcription regulator	 	 	 	2.02E-03	BCL2L11,EGR1,FOS,KLF2	35 (22)
Doxo3 vs Cycling0	CLOCK	 	transcription regulator	 	-0.664	 	2.03E-03	MEST,MSMO1,PER1,PER3,SCD	 
Doxo21 vs Cycling0	SKIL	 	transcription regulator	 	 	 	2.06E-03	COL4A1,CXCL12,TPM1	 
Palbo3 vs Cycling0	FERD3L	 	transcription regulator	 	 	 	2.09E-03	HES1	 
Doxo14 vs Cycling0	NPM1	 	transcription regulator	Inhibited	-2.236	bias	2.09E-03	CCN2,COL4A1,COL4A2,EGR1,PIK3CD	56 (12)
Palbo28 vs Palbo3	MYCN	 	transcription regulator	 	0.070	 	2.11E-03	COL4A1,HES1,MIR17HG,OTX1,PHGDH,TERT	30 (7)
Doxo3 vs Cycling0	SOX1	 	transcription regulator	 	 	 	2.12E-03	HES1,TNFRSF19,WNT3	 
Doxo14 vs Doxo3	GLI1	 	transcription regulator	 	-0.655	 	2.12E-03	GLI2,HES1,LFNG,MEST,SKP2,SLC1A3	 
Doxo14 vs Cycling0	NANOG	 	transcription regulator	 	-1.000	bias	2.14E-03	EGR1,FOS,FOSB,GLI2,OTX1	 
Doxo21 vs Doxo3	SOX11	 	transcription regulator	Inhibited	-2.000	bias	2.15E-03	EGR1,MEX3A,TMSB15B,VASH2	 
Palbo3 vs Cycling0	HLX	 	transcription regulator	 	 	 	2.16E-03	EGR1,HES1	 
Palbo28 vs Palbo3	ELK3	 	transcription regulator	 	 	 	2.16E-03	EGR1,FOS	20 (7)
Doxo14 vs Doxo3	NFE2L2	 	transcription regulator	 	-1.299	bias	2.19E-03	CCN2,COL4A2,EVI2A,G6PD,HES1,PHGDH,RYR3	 
Doxo3 vs Cycling0	SOX2	 	transcription regulator	 	0.970	bias	2.20E-03	AQP4,CXCL12,FOS,OTX1,TERT,TNFRSF19,WNT3	9 (2)
Doxo14 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.931	bias	2.23E-03	ADAMTS1,CCN2,COL4A2,EVI2A,G6PD,HES1,MIR17HG,MSMO1,PAFAH1B3,PHGDH,TPM1	20 (3)
Doxo21 vs Doxo3	MTDH	 	transcription regulator	 	 	 	2.25E-03	CCN2,COL4A1,COL4A2,EGR1	9 (3)
Palbo28 vs Palbo3	NFATC3	 	transcription regulator	 	 	 	2.25E-03	EDN1,FOS,FOSB	20 (7)
Palbo28 vs Cycling0	SREBF2	 	transcription regulator	 	-1.982	bias	2.27E-03	FADS2,G6PD,INSIG1,MSMO1	31 (7)
Doxo3 vs Cycling0	KCNIP3	 	transcription regulator	 	 	 	2.28E-03	FOS,FOSB,SOCS3	 
Doxo21 vs Doxo3	CREBBP	 	transcription regulator	 	-1.000	bias	2.29E-03	CXCL12,EGR1,EVI2A,FOS,FOSB,KLF2	37 (20)
Doxo14 vs Cycling0	TLE1	 	transcription regulator	 	 	 	2.29E-03	EGR1,FOS	 
Doxo14 vs Cycling0	APBB1	 	transcription regulator	 	 	 	2.29E-03	HES1,TPM1	 
Doxo21 vs Doxo3	NPM1	 	transcription regulator	Inhibited	-2.000	bias	2.29E-03	CCN2,COL4A1,COL4A2,EGR1	27 (9)
Doxo21 vs Cycling0	NPM1	 	transcription regulator	Inhibited	-2.236	bias	2.29E-03	CCN2,COL4A1,COL4A2,EGR1,PIK3CD	48 (12)
Doxo14 vs Cycling0	MEF2C	 	transcription regulator	 	-1.432	bias	2.31E-03	CCBE1,FOS,FOSB,KLF2,TPM1	8 (2)
Doxo14 vs Cycling0	CLOCK	 	transcription regulator	 	-0.272	 	2.31E-03	CCN2,MEST,MSMO1,PER1,PER3,SCD	 
Doxo14 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	2.31E-03	CCN2,EDN1,TPM1	34 (7)
Doxo3 vs Cycling0	LMX1A	 	transcription regulator	 	 	 	2.34E-03	HES1,SLIT2	 
Doxo3 vs Cycling0	DBP	 	transcription regulator	 	 	 	2.34E-03	AQP4,PER1	 
Doxo21 vs Doxo3	NANOG	 	transcription regulator	 	-1.000	 	2.34E-03	EGR1,FOS,FOSB,GLI2	29 (5)
Doxo21 vs Doxo3	SATB1	 	transcription regulator	Inhibited	-2.000	 	2.34E-03	CCN2,EVI2A,FOSB,KLF2	 
Doxo21 vs Doxo3	NFKB2	 	transcription regulator	 	 	 	2.34E-03	BCL2L11,C1QTNF3,CXCL12,FOS	16 (5)
Palbo28 vs Cycling0	GLI3	 	transcription regulator	 	 	 	2.34E-03	EGR1,FOSB,KLF2,TERT	36 (7)
Doxo14 vs Doxo3	FERD3L	 	transcription regulator	 	 	 	2.35E-03	HES1	 
Doxo21 vs Cycling0	NANOG	 	transcription regulator	 	-1.000	bias	2.35E-03	EGR1,FOS,FOSB,GLI2,OTX1	 
Doxo21 vs Cycling0	NFKB2	 	transcription regulator	 	-1.412	bias	2.35E-03	BCL2L11,C1QTNF3,CXCL12,FOS,LMCD1	26 (7)
Palbo14 vs Palbo3	NFKBIA	 	transcription regulator	 	0.000	 	2.35E-03	CXCL12,HES1,MEX3A,NID1,RGS16	 
Doxo3 vs Cycling0	ZBTB20	 	transcription regulator	 	 	 	2.37E-03	AQP4,CISH,SOCS3	 
Palbo28 vs Palbo3	EP300	 	transcription regulator	 	 	 	2.37E-03	CAMK4,EDN1,EGR1,EVI2A,FOS,SOCS3,TERT	36 (18)
Doxo21 vs Cycling0	TLE1	 	transcription regulator	 	 	 	2.39E-03	EGR1,FOS	 
Doxo21 vs Cycling0	APBB1	 	transcription regulator	 	 	 	2.39E-03	HES1,TPM1	 
Doxo14 vs Cycling0	WT1	 	transcription regulator	 	 	 	2.40E-03	CCN2,COL4A1,EGR1,FOSB,TERT,TM4SF1	36 (7)
Palbo28 vs Palbo3	TRRAP	 	transcription regulator	 	 	 	2.40E-03	BCL2L11,TERT	 
Palbo14 vs Cycling0	BCL3	 	transcription regulator	 	 	 	2.42E-03	EGR1,FOS,SKP2	34 (14)
Palbo14 vs Cycling0	MEF2A	 	transcription regulator	 	 	 	2.42E-03	AQP4,EDN1,FOS	 
Doxo3 vs Cycling0	GATA4	 	transcription regulator	 	-0.562	 	2.43E-03	CCBE1,EDN1,FOS,HES1,TPM1	 
Doxo14 vs Cycling0	TFAP4	 	transcription regulator	 	 	 	2.44E-03	EGR1,FOS,GLI2	 
Doxo14 vs Cycling0	JARID2	 	transcription regulator	 	 	 	2.44E-03	FADS2,INSIG1,SCD	 
Doxo21 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	2.45E-03	CCN2,EDN1,TPM1	45 (7)
Doxo3 vs Cycling0	RBL1	 	transcription regulator	 	 	 	2.46E-03	FOS,HES1,TERT	34 (20)
Doxo3 vs Cycling0	RB1	 	transcription regulator	 	1.238	 	2.47E-03	EGR1,FOS,FOSB,HES1,PER1,TERT,TPM1	51 (22)
Palbo28 vs Cycling0	SRF	 	transcription regulator	 	-1.916	bias	2.49E-03	BCL2L11,EGR1,FOS,FOSB,IER2,LMCD1,NET1	48 (14)
Palbo28 vs Cycling0	AIP	 	transcription regulator	 	 	 	2.51E-03	GDNF,HTR1D,RGS16	 
Doxo21 vs Doxo3	TCF3	 	transcription regulator	 	0.555	 	2.51E-03	BCL2L11,BTBD18,KLF2,PAFAH1B3,RGS16,SLC7A5	 
Doxo21 vs Cycling0	MEF2C	 	transcription regulator	 	-1.432	bias	2.53E-03	CCBE1,FOS,FOSB,KLF2,TPM1	8 (2)
Palbo14 vs Cycling0	IKZF1	 	transcription regulator	 	 	 	2.57E-03	AXL,CISH,FOS,HES1,SLC19A1	19 (4)
Doxo21 vs Cycling0	CLOCK	 	transcription regulator	 	-0.272	 	2.57E-03	CCN2,MEST,MSMO1,PER1,PER3,SCD	 
Doxo14 vs Cycling0	TEAD3	 	transcription regulator	 	 	 	2.58E-03	CCN2,EDN1,TPM1	 
Doxo3 vs Cycling0	MEN1	 	transcription regulator	 	 	 	2.58E-03	AQP4,FOS,SLIT2,TERT	35 (7)
Doxo14 vs Doxo3	FOXO4	 	transcription regulator	 	 	 	2.58E-03	CCN2,COL4A1,COL4A2	19 (5)
Doxo14 vs Doxo3	SREBF2	 	transcription regulator	 	 	 	2.58E-03	CCN2,G6PD,GLI2	 
Palbo28 vs Palbo3	MYC	 	transcription regulator	 	-0.606	bias	2.59E-03	BCL2L11,COL4A1,COL4A2,EDN1,EGR1,FADS2,FBN2,FOS,G6PD,HES1,MIR17HG,TERT,TNFRSF19	39 (19)
Doxo21 vs Cycling0	ARID2	 	transcription regulator	 	 	 	2.59E-03	FOS,LTBP4,NREP	 
Doxo21 vs Cycling0	TFAP4	 	transcription regulator	 	 	 	2.59E-03	EGR1,FOS,GLI2	 
Doxo21 vs Cycling0	JARID2	 	transcription regulator	 	 	 	2.59E-03	FADS2,INSIG1,SCD	 
Palbo28 vs Palbo3	PPARGC1A	 	transcription regulator	 	0.994	 	2.62E-03	EDN1,FOS,INPP5J,INSIG1,ITGB4,OLFML3,SOCS3	36 (13)
Doxo14 vs Cycling0	TBX1	 	transcription regulator	 	 	 	2.63E-03	MIR17HG,OTX1	 
Doxo21 vs Cycling0	WT1	 	transcription regulator	 	 	 	2.67E-03	CCN2,COL4A1,EGR1,FOSB,TERT,TM4SF1	26 (7)
Doxo3 vs Cycling0	SMARCA4	 	transcription regulator	 	-0.156	bias	2.67E-03	EGR1,FOS,H1-10,MIR503HG,PER3,STXBP6,TPM1,ZNF503	 
Doxo21 vs Doxo3	FEV	 	transcription regulator	 	 	 	2.68E-03	FOS,SLC1A3,STXBP6	 
Palbo28 vs Palbo3	SMAD7	 	transcription regulator	 	-0.000	 	2.71E-03	BCL2L11,CXCL12,SCD,TERT	36 (18)
Doxo14 vs Cycling0	BCOR	 	transcription regulator	 	 	 	2.72E-03	ADAMTS1,DLX6,ZNF503	4 (2)
Palbo28 vs Palbo3	KCNIP3	 	transcription regulator	 	 	 	2.73E-03	FOS,FOSB,SOCS3	 
Doxo21 vs Cycling0	TEAD3	 	transcription regulator	 	 	 	2.74E-03	CCN2,EDN1,TPM1	 
Doxo21 vs Cycling0	TBX1	 	transcription regulator	 	 	 	2.75E-03	MIR17HG,OTX1	 
Palbo14 vs Cycling0	ELK4	 	transcription regulator	 	 	 	2.77E-03	EGR1,FOS	16 (5)
Palbo14 vs Cycling0	SMAD4	 	transcription regulator	 	0.283	 	2.77E-03	EDN1,FOS,GDNF,PAK3,PTGER2,SCD	18 (7)
Doxo21 vs Cycling0	STAT1	 	transcription regulator	 	-1.853	bias	2.78E-03	AXL,BCL2L11,CCN2,EDN1,EGR1,FOS,HES1,SOCS3	56 (18)
Doxo14 vs Cycling0	NFKBIA	 	transcription regulator	 	-1.915	bias	2.78E-03	AXL,CXCL12,FOS,FOXF2,HES1,MEX3A,NID1,RGS16	61 (16)
Palbo28 vs Cycling0	VHL	 	transcription regulator	 	 	 	2.78E-03	AXL,BCL2L11,CXCL12,NREP,SKP2	41 (15)
Doxo21 vs Doxo3	RUNX1	 	transcription regulator	 	-0.714	 	2.78E-03	BCL2L11,COL4A1,HES1,KLF2,MIR17HG	27 (7)
Palbo28 vs Cycling0	STAT3	 	transcription regulator	Inhibited	-2.859	bias	2.80E-03	ANGPTL2,BCL2L11,CXCL12,EDN1,EGR1,FOS,KLF2,RAB11FIP1,SKP2,SOCS3,TERT	50 (20)
Doxo3 vs Cycling0	ARNT	 	transcription regulator	 	 	 	2.81E-03	EDN1,G6PD,SOCS3,TNFRSF19	14 (3)
Doxo21 vs Cycling0	GLIS3	 	transcription regulator	 	-0.655	bias	2.83E-03	BCL2L11,COL4A1,COL4A2,ITGB4	 
Doxo14 vs Cycling0	GATA4	 	transcription regulator	 	-1.498	 	2.83E-03	CCBE1,CCN2,EDN1,FOS,HES1,TPM1	 
Doxo21 vs Doxo3	ELK4	 	transcription regulator	 	 	 	2.83E-03	EGR1,FOS	20 (11)
Palbo3 vs Cycling0	ATN1	 	transcription regulator	 	 	 	2.84E-03	CAMK4,RGS16,TM4SF1	 
Doxo21 vs Doxo3	EPAS1	 	transcription regulator	 	-1.963	bias	2.86E-03	CCN2,CXCL12,FOS,SLC7A5,TERT	35 (15)
Doxo3 vs Cycling0	SOX11	 	transcription regulator	 	-1.982	bias	2.87E-03	EGR1,IER2,NREP,VASH2	 
Palbo28 vs Cycling0	RAX	 	transcription regulator	 	 	 	2.88E-03	HES1,SOCS3	 
Palbo14 vs Cycling0	FOS	-1.363	transcription regulator	 	0.252	bias	2.89E-03	EDN1,EGR1,FOS,FOSB,GPSM2,NET1,SLC19A1	37 (13)
Doxo21 vs Cycling0	BCOR	 	transcription regulator	 	 	 	2.89E-03	ADAMTS1,DLX6,ZNF503	4 (2)
Palbo28 vs Palbo3	RBPJ	 	transcription regulator	 	-0.080	 	2.90E-03	CXCL12,FADS2,FOS,GDNF,HES1	36 (13)
Palbo28 vs Palbo3	CREM	 	transcription regulator	 	-1.240	 	2.90E-03	CAMK4,EGR1,FOS,MEST	21 (8)
Doxo21 vs Doxo3	SMAD4	 	transcription regulator	 	-0.625	 	2.94E-03	CCN2,COL4A1,COL4A2,FOS,PTGER2,TERT	38 (22)
Palbo28 vs Palbo3	TP73	 	transcription regulator	 	-1.405	bias	2.95E-03	BCL2L11,EDN1,EGR1,G6PD,HES1,ITGB4,TERT	36 (17)
Palbo28 vs Palbo3	EZH2	 	transcription regulator	 	1.262	 	2.95E-03	BCL2L11,COL4A1,EGR1,FADS2,OXTR,SOCS3,TERT	39 (20)
Palbo28 vs Palbo3	SRF	 	transcription regulator	 	 	 	2.98E-03	BCL2L11,EGR1,FOS,FOSB,IER2,LMCD1	30 (14)
Palbo28 vs Palbo3	FOXO3	 	transcription regulator	 	-0.980	 	2.98E-03	BCL2L11,COL4A1,COL4A2,EGR1,FOS,FOSB	39 (21)
Palbo14 vs Cycling0	FOXO1	 	transcription regulator	Inhibited	-2.236	bias	2.99E-03	CAMK4,EDN1,EGR1,FOS,FOSB,KIF18A	31 (21)
Palbo14 vs Cycling0	ADNP	 	transcription regulator	 	 	 	2.99E-03	FOSB,HES1	 
Palbo3 vs Cycling0	LMX1B	 	transcription regulator	 	 	 	3.01E-03	HES1,SLIT2	 
Palbo3 vs Cycling0	FOSL1	 	transcription regulator	 	 	 	3.02E-03	AXL,EGR1,FOSB	 
Doxo21 vs Doxo3	ADNP	 	transcription regulator	 	 	 	3.06E-03	FOSB,HES1	 
Doxo21 vs Doxo3	FOS	-4.331	transcription regulator	 	0.893	bias	3.09E-03	BCL2L11,CCN2,EGR1,FOS,FOSB,GPSM2,NET1	34 (17)
Doxo3 vs Cycling0	NANOG	 	transcription regulator	 	 	 	3.12E-03	EGR1,FOS,FOSB,OTX1	 
Palbo14 vs Cycling0	FERD3L	 	transcription regulator	 	 	 	3.13E-03	HES1	 
Palbo14 vs Cycling0	TAX1BP3	 	transcription regulator	 	 	 	3.13E-03	FOS	 
Doxo3 vs Cycling0	BCL3	 	transcription regulator	 	 	 	3.14E-03	CXCL12,EGR1,FOS	33 (17)
Doxo3 vs Cycling0	MEF2A	 	transcription regulator	 	 	 	3.14E-03	AQP4,EDN1,FOS	6 (2)
Doxo21 vs Doxo3	NFE2L2	 	transcription regulator	 	-0.896	bias	3.14E-03	CCN2,COL4A2,EVI2A,HES1,MIR17HG,PAFAH1B3,PHGDH,RYR3	 
Palbo28 vs Cycling0	IKZF1	 	transcription regulator	 	1.934	bias	3.14E-03	AXL,CISH,FOS,G6PD,HES1,SLC19A1	38 (7)
Doxo21 vs Cycling0	GATA4	 	transcription regulator	 	-1.498	 	3.15E-03	CCBE1,CCN2,EDN1,FOS,HES1,TPM1	 
Doxo21 vs Doxo3	NOTCH1	 	transcription regulator	 	-0.049	 	3.15E-03	CCN2,FOS,FOSB,GLI2,HES1	35 (18)
Doxo21 vs Doxo3	FERD3L	 	transcription regulator	 	 	 	3.17E-03	HES1	 
Doxo21 vs Doxo3	TAX1BP3	 	transcription regulator	 	 	 	3.17E-03	FOS	 
Doxo14 vs Cycling0	CEBPA	 	transcription regulator	 	-0.564	bias	3.20E-03	FADS2,FOS,H1-10,KLF2,OXTR,PIK3CD,SCD,TNFRSF19	31 (6)
Doxo21 vs Doxo3	FOXP3	 	transcription regulator	 	 	 	3.21E-03	BCL2L11,EGR1,FOS,SKP2	35 (16)
Doxo14 vs Cycling0	SMARCA4	 	transcription regulator	 	-0.894	bias	3.22E-03	ANGPTL2,CCN2,EGR1,FOS,H1-10,MIR503HG,PER3,STXBP6,TPM1,ZNF503	46 (12)
Palbo28 vs Cycling0	MAML1	 	transcription regulator	 	 	 	3.23E-03	EGR1,HES1	36 (7)
Doxo14 vs Doxo3	GLIS1	 	transcription regulator	 	 	 	3.24E-03	COL4A1,COL4A2	 
Palbo28 vs Cycling0	RUNX1	 	transcription regulator	 	-1.016	bias	3.25E-03	BCL2L11,COL4A1,HES1,KLF2,MIR17HG,PIK3CD	47 (11)
Palbo3 vs Cycling0	EGR2	 	transcription regulator	 	 	 	3.27E-03	ACAT2,CAMK4,EGR1,MIR17HG	 
Doxo3 vs Cycling0	ELK4	 	transcription regulator	 	 	 	3.31E-03	EGR1,FOS	 
Doxo21 vs Cycling0	FOXO4	 	transcription regulator	 	-0.218	 	3.31E-03	BCL2L11,CCN2,COL4A1,COL4A2	34 (5)
Palbo28 vs Palbo3	KLF2	-0.179	transcription regulator	 	1.067	 	3.31E-03	COL4A1,EDN1,ITGB4,TERT	 
Doxo3 vs Cycling0	MEF2C	 	transcription regulator	 	-1.067	bias	3.31E-03	CCBE1,FOS,FOSB,TPM1	6 (2)
Palbo14 vs Cycling0	NFKBIA	 	transcription regulator	 	-1.400	bias	3.33E-03	AXL,FOS,FOXF2,HES1,MEX3A,NID1	19 (7)
Doxo3 vs Cycling0	FEV	 	transcription regulator	 	 	 	3.35E-03	FOS,SLIT2,STXBP6	 
Doxo3 vs Cycling0	FERD3L	 	transcription regulator	 	 	 	3.43E-03	HES1	 
Doxo3 vs Cycling0	TAX1BP3	 	transcription regulator	 	 	 	3.43E-03	FOS	 
Doxo14 vs Doxo3	SNAI2	 	transcription regulator	 	 	 	3.49E-03	CCN2,CXCL12,MYO16-AS1	 
Palbo28 vs Palbo3	ARNT	 	transcription regulator	 	 	 	3.53E-03	EDN1,G6PD,SOCS3,TNFRSF19	 
Doxo21 vs Cycling0	RAX	 	transcription regulator	 	 	 	3.54E-03	HES1,SOCS3	 
Doxo21 vs Doxo3	TAF4	 	transcription regulator	 	 	 	3.54E-03	CCN2,COL6A3,OLFML3	 
Palbo28 vs Cycling0	SOX2	 	transcription regulator	 	0.216	bias	3.57E-03	AQP4,CXCL12,FOS,LMCD1,SKP2,TERT,TNFRSF19,WNT3	12 (2)
Doxo3 vs Cycling0	ADNP	 	transcription regulator	 	 	 	3.58E-03	FOSB,HES1	 
Doxo3 vs Cycling0	E2F5	 	transcription regulator	 	 	 	3.58E-03	DIRAS3,TERT	 
Palbo28 vs Cycling0	ELK3	 	transcription regulator	 	 	 	3.60E-03	EGR1,FOS	38 (11)
Palbo14 vs Cycling0	ILF3	 	transcription regulator	 	 	 	3.63E-03	ACAT2,FOS,SCD	 
Palbo28 vs Palbo3	FERD3L	 	transcription regulator	 	 	 	3.65E-03	HES1	 
Palbo28 vs Palbo3	TAX1BP3	 	transcription regulator	 	 	 	3.65E-03	FOS	 
Doxo3 vs Cycling0	SREBF1	 	transcription regulator	Inhibited	-2.160	bias	3.70E-03	FADS2,G6PD,INSIG1,MSMO1,SCD	20 (9)
Doxo3 vs Cycling0	VDR	 	transcription regulator	 	0.000	 	3.70E-03	CISH,EDN1,EGR1,SOCS3,TERT	36 (19)
Palbo28 vs Cycling0	ZEB1	 	transcription regulator	 	 	 	3.72E-03	EDN1,FADS2,FOSB,ITGB4	24 (7)
Palbo14 vs Cycling0	HMGN1	 	transcription regulator	 	 	 	3.72E-03	FOS,FOSB	 
Palbo28 vs Palbo3	ELK4	 	transcription regulator	 	 	 	3.74E-03	EGR1,FOS	17 (5)
Palbo28 vs Palbo3	BCL3	 	transcription regulator	 	 	 	3.75E-03	CXCL12,EGR1,FOS	39 (18)
Palbo28 vs Palbo3	MTDH	 	transcription regulator	 	 	 	3.76E-03	COL4A1,COL4A2,EGR1,FADS2	31 (10)
Doxo21 vs Cycling0	SMARCA4	 	transcription regulator	 	-0.894	bias	3.76E-03	ANGPTL2,CCN2,EGR1,FOS,H1-10,MIR503HG,PER3,STXBP6,TPM1,ZNF503	36 (6)
Palbo28 vs Cycling0	NFE2L2	 	transcription regulator	 	-1.299	bias	3.79E-03	ADAMTS1,COL4A2,EVI2A,G6PD,HES1,MIR17HG,MSMO1,PAFAH1B3,PHGDH,SOCS3	30 (7)
Doxo14 vs Cycling0	MAML1	 	transcription regulator	 	 	 	3.80E-03	EGR1,HES1	40 (7)
Doxo21 vs Doxo3	HMGN1	 	transcription regulator	 	 	 	3.80E-03	FOS,FOSB	 
Doxo14 vs Cycling0	NFAT5	 	transcription regulator	 	0.280	 	3.86E-03	AQP4,COL4A1,CXCL12,EDN1,EGR1,PIK3CD,SLC7A2,WNT5B	53 (7)
Palbo28 vs Palbo3	NANOG	 	transcription regulator	 	 	 	3.91E-03	EGR1,FOS,FOSB,OTX1	 
Palbo28 vs Palbo3	NFKB2	 	transcription regulator	 	 	 	3.91E-03	BCL2L11,CXCL12,FOS,LMCD1	18 (7)
Palbo28 vs Cycling0	ATN1	 	transcription regulator	 	 	 	3.92E-03	CAMK4,NREP,RGS16,TM4SF1	 
Doxo14 vs Doxo3	SP1	 	transcription regulator	 	-0.559	bias	3.94E-03	CCN2,CXCL12,FOXF2,HES1,MAZ,SLC19A1	 
Doxo14 vs Cycling0	SRF	 	transcription regulator	Inhibited	-2.378	bias	3.95E-03	CCN2,EGR1,FOS,FOSB,IER2,NET1,TPM1	61 (19)
Palbo14 vs Cycling0	MRTFB	 	transcription regulator	 	 	 	3.95E-03	ADAMTS1,COL6A3,EDN1,EGR1	23 (7)
Doxo21 vs Cycling0	MAML1	 	transcription regulator	 	 	 	3.96E-03	EGR1,HES1	34 (7)
Palbo14 vs Palbo3	SMAD7	 	transcription regulator	 	 	 	3.98E-03	COL6A3,CXCL12,SCD	 
Palbo28 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	3.99E-03	BCL2L11,TERT	 
Palbo3 vs Cycling0	LEF1	 	transcription regulator	 	 	 	3.99E-03	FOSB,HES1,PTGER2,SP5	 
Palbo14 vs Palbo3	MAML3	 	transcription regulator	 	 	 	4.02E-03	HES1	 
Palbo14 vs Palbo3	MAML2	 	transcription regulator	 	 	 	4.02E-03	HES1	 
Doxo3 vs Cycling0	EPAS1	 	transcription regulator	 	-1.980	bias	4.02E-03	AXL,CXCL12,EDN1,FOS,TERT	46 (23)
Palbo14 vs Cycling0	SP1	 	transcription regulator	 	-0.922	bias	4.03E-03	ADAMTS1,EGR1,FOS,FOXF2,HES1,MAZ,SLC19A1	31 (14)
Palbo28 vs Palbo3	ADNP	 	transcription regulator	 	 	 	4.05E-03	FOSB,HES1	 
Palbo28 vs Palbo3	E2F5	 	transcription regulator	 	 	 	4.05E-03	DIRAS3,TERT	 
Palbo28 vs Cycling0	NKX2-3	 	transcription regulator	 	-0.343	 	4.07E-03	EDN1,FBN2,KLF2,PHGDH,TNFAIP8L1	 
Doxo21 vs Doxo3	MRTFB	 	transcription regulator	 	-1.929	bias	4.12E-03	CCN2,COL6A3,CXCL12,EGR1	 
Doxo14 vs Doxo3	MAFB	 	transcription regulator	 	 	 	4.13E-03	AQP4,CXCL12,OLFML3	 
Palbo28 vs Cycling0	MAFB	 	transcription regulator	 	-1.000	 	4.13E-03	AQP4,CXCL12,OLFML2B,OLFML3	 
Palbo28 vs Palbo3	PRDM5	 	transcription regulator	 	 	 	4.13E-03	NREP,SOCS3,TINAGL1	 
Doxo3 vs Cycling0	MYOCD	 	transcription regulator	 	 	 	4.17E-03	CCBE1,FOS,TPM1	 
Palbo3 vs Cycling0	MAML3	 	transcription regulator	 	 	 	4.17E-03	HES1	 
Palbo3 vs Cycling0	MAML2	 	transcription regulator	 	 	 	4.17E-03	HES1	 
Doxo21 vs Doxo3	ATF2	 	transcription regulator	 	 	 	4.19E-03	ANGPTL2,EGR1,FOS	19 (7)
Doxo14 vs Doxo3	FOXO1	 	transcription regulator	 	-0.496	bias	4.21E-03	CCN2,COL4A1,COL4A2,FOSB,KIF18A	23 (12)
Doxo14 vs Doxo3	RUNX3	 	transcription regulator	 	 	 	4.21E-03	CCN2,COL4A1,GLI2	15 (4)
Doxo14 vs Cycling0	MYT1	 	transcription regulator	 	 	 	4.23E-03	IL27RA,TM4SF1	 
Doxo14 vs Cycling0	ELK3	 	transcription regulator	 	 	 	4.23E-03	EGR1,FOS	42 (12)
Doxo3 vs Cycling0	HMGA1	 	transcription regulator	 	-1.000	bias	4.26E-03	EGR1,FOS,IER2,INSIG1	20 (7)
Palbo28 vs Cycling0	GATA6	 	transcription regulator	 	-1.446	 	4.31E-03	COL4A1,COL4A2,EDN1,HES1,KLF2	 
Palbo28 vs Cycling0	HOXA11	 	transcription regulator	 	 	 	4.39E-03	GDNF,KLF2	 
Palbo28 vs Cycling0	LMX1A	 	transcription regulator	 	 	 	4.39E-03	HES1,SLIT2	 
Doxo21 vs Cycling0	NFAT5	 	transcription regulator	 	1.273	 	4.40E-03	COL4A1,CXCL12,EDN1,EGR1,PIK3CD,SLC7A2,SOCS3,WNT5B	53 (12)
Doxo21 vs Cycling0	MYT1	 	transcription regulator	 	 	 	4.42E-03	IL27RA,TM4SF1	 
Doxo21 vs Cycling0	ELK3	 	transcription regulator	 	 	 	4.42E-03	EGR1,FOS	29 (7)
Doxo21 vs Doxo3	NFKB1	 	transcription regulator	 	 	 	4.42E-03	CCN2,EGR1,FOS,FOSB,TERT	37 (19)
Doxo3 vs Cycling0	NOTCH1	 	transcription regulator	 	1.901	 	4.43E-03	FOS,FOSB,HES1,ITGB4,WNT3	37 (21)
