© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Cycling0	UBN1	 	transcription regulator	 	 	 	1.64E-02	CCNA2	 
Palbo28 vs Cycling0	ARK2N	 	transcription regulator	 	 	 	1.64E-02	BLM	 
Palbo28 vs Cycling0	SKP1	 	transcription regulator	 	 	 	1.64E-02	BRCA1	 
Palbo28 vs Cycling0	GABPB2	 	transcription regulator	 	 	 	1.64E-02	BRCA1	 
Palbo14 vs Cycling0	GLI3	 	transcription regulator	 	1.732	 	1.65E-02	BCL2,H2AX,HMGB1,HMGB2,PTHLH,STMN1	 
Doxo14 vs Cycling0	KLF4	 	transcription regulator	 	-0.398	bias	1.67E-02	BUB1B,CCNA2,CCNB1,CENPE,CSF1R,E2F1,FOXM1,HMGB1,TFAP4	 
Palbo28 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	1.67E-02	BCL2,MCIDAS,MYB	 
Doxo21 vs Cycling0	PHB1	 	transcription regulator	 	 	 	1.67E-02	BCL2,E2F1,RBL1	 
Palbo14 vs Cycling0	WT1	-1.118	transcription regulator	 	-1.351	 	1.68E-02	BCL2,CDC45,CDKN2C,CHAF1B,CSF1R,IL17B,ODC1,PTMA,SDC1,WT1	 
Palbo14 vs Cycling0	SP3	 	transcription regulator	 	 	 	1.68E-02	BIRC5,CDC25B,CDKN2C,DHFR,E2F1,F3,FOSL1,PTTG1,RBL1	 
Palbo3 vs Cycling0	AJUBA	 	transcription regulator	 	 	 	1.68E-02	BUB1,CDC25B	 
Palbo3 vs Cycling0	TFE3	 	transcription regulator	 	-1.980	bias	1.68E-02	CDK1,IRS1,POLA2,PTMA,WT1	 
Doxo3 vs Cycling0	BRF2	 	transcription regulator	 	 	 	1.69E-02	H2AX	 
Doxo3 vs Cycling0	BARX1	 	transcription regulator	 	 	 	1.69E-02	CDC20	 
Palbo3 vs Cycling0	UBN1	 	transcription regulator	 	 	 	1.69E-02	CCNA2	 
Palbo3 vs Cycling0	ARK2N	 	transcription regulator	 	 	 	1.69E-02	BLM	 
Palbo3 vs Cycling0	SKP1	 	transcription regulator	 	 	 	1.69E-02	BRCA1	 
Palbo3 vs Cycling0	GABPB2	 	transcription regulator	 	 	 	1.69E-02	BRCA1	 
Palbo14 vs Cycling0	NFE2L2	 	transcription regulator	Inhibited	-2.636	bias	1.71E-02	BCL2,BRCA1,CCNE2,CDKN2C,CENPA,CENPH,DBF4,EPB41,FABP5,HELLS,IL7R,LBR,LIG1,MCM7,PCNA,POLA1,RANBP1,RFC4,RRM1,SMC2,TK1,TUB	 
Palbo3 vs Cycling0	LEF1	-1.479	transcription regulator	 	-0.585	 	1.71E-02	BCL2,BIRC5,BRCA1,CDK1,DEPDC1B,IL7R,KIF11,LEF1,PLCXD1,TNFRSF11A,TNFRSF13C	 
Palbo14 vs Palbo3	ETS1	 	transcription regulator	 	 	 	1.73E-02	CYP24A1,IL7R,MCAM,MYB	 
Doxo21 vs Cycling0	KLF14	 	transcription regulator	 	 	 	1.73E-02	CCNA2,CDK2	 
Doxo21 vs Cycling0	APBB1	 	transcription regulator	 	 	 	1.73E-02	TP73,TYMS	 
Doxo21 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	1.73E-02	EZH2,FOXM1	 
Doxo21 vs Cycling0	PA2G4	 	transcription regulator	 	 	 	1.73E-02	PCNA,SUV39H1	 
Palbo14 vs Cycling0	UBN1	 	transcription regulator	 	 	 	1.74E-02	CCNA2	 
Palbo14 vs Cycling0	ARK2N	 	transcription regulator	 	 	 	1.74E-02	BLM	 
Palbo14 vs Cycling0	SKP1	 	transcription regulator	 	 	 	1.74E-02	BRCA1	 
Palbo14 vs Cycling0	GABPB2	 	transcription regulator	 	 	 	1.74E-02	BRCA1	 
Doxo14 vs Cycling0	GLI2	 	transcription regulator	Inhibited	-2.200	bias	1.74E-02	CDC45,CDK1,E2F1,PTHLH,TFAP4	 
Doxo14 vs Cycling0	JUN	 	transcription regulator	 	-1.901	bias	1.76E-02	ARTN,BIRC5,BRCA1,CCNA2,CDC20,CDK1,CSF1R,E2F1,PTHLH,SLC8A1,STMN1,TK1	 
Palbo14 vs Cycling0	AJUBA	 	transcription regulator	 	 	 	1.77E-02	BUB1,CDC25B	 
Doxo21 vs Cycling0	POU5F1	 	transcription regulator	Inhibited	-2.935	bias	1.78E-02	BCL2,BIRC5,BRCA1,CCNA2,CCNF,HOPX,IRS1,MYBL2,PSMC3IP,RAD54L,TFAP4,TP73	 
Doxo21 vs Doxo3	NKX6-1	 	transcription regulator	 	 	 	1.78E-02	E2F1,UBE2C	 
Doxo21 vs Doxo3	ID4	 	transcription regulator	 	 	 	1.78E-02	BRCA1,E2F1	 
Palbo3 vs Cycling0	NOTCH1	 	transcription regulator	 	-1.621	 	1.78E-02	BCL2,CDCA7,CDK2,CSF1R,E2F1,ECT2,FOSL1,IL7R,LEF1,NRG1,RFC4	 
Palbo28 vs Cycling0	NFE2L2	 	transcription regulator	Inhibited	-2.917	bias	1.79E-02	BCL2,BRCA1,CCNE2,CDKN2C,CENPA,CENPH,DBF4,EPB41,FABP5,HELLS,LBR,LIG1,MCM7,PCNA,POLA1,RANBP1,RFC4,RRM1,SMC2,TK1,TUB	 
Palbo28 vs Cycling0	PAX3	 	transcription regulator	 	 	 	1.80E-02	CDC6,CHRNA5,CLDN5,LY6K,MCAM,PCNA,PTHLH,SHMT1	 
Palbo14 vs Cycling0	RBPJ	 	transcription regulator	 	-0.980	bias	1.80E-02	CDCA7,CORO1A,ECT2,EZH2,HMMR,IL7R,LEF1,RAD51AP1,RFC4,SDC1	 
Palbo28 vs Palbo3	MEF2D	 	transcription regulator	 	 	 	1.80E-02	CDC6,CDT1,MCM5	 
Palbo3 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	1.80E-02	BCL2,MCIDAS,MYB	 
Doxo14 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	1.80E-02	CKS1B,EMP2,HMGB2,RRM2,SCARA3,WNT7B	 
Palbo28 vs Cycling0	ZBED6	 	transcription regulator	 	 	 	1.81E-02	DLGAP5,MYBL1,TTK	 
Doxo14 vs Cycling0	CBX1	 	transcription regulator	 	 	 	1.82E-02	BIRC5,E2F1	 
Palbo14 vs Palbo3	DAXX	 	transcription regulator	 	 	 	1.83E-02	BCL2,CENPA	 
Doxo21 vs Cycling0	NRIP1	 	transcription regulator	Activated	2.000	bias	1.85E-02	CCNB2,CDC6,CDK1,TK1	 
Palbo28 vs Cycling0	NACC1	 	transcription regulator	 	 	 	1.86E-02	BCL2,HMGB1	 
Doxo21 vs Doxo3	HOXD10	 	transcription regulator	Activated	2.000	 	1.87E-02	CCNA2,CCNB1,CDK1,E2F1	 
Doxo14 vs Doxo3	HNF4A	 	transcription regulator	 	0.447	 	1.87E-02	ARHGAP11A,BRIP1,CALML4,CCNA2,CCNB1,CDC45,CDC6,CDCA5,CENPO,CENPU,DTL,EXO1,GINS2,HIRIP3,HMGB2,KIF15,KIF20A,KIF22,ORC1,PEG10,RAD51,RFC3,SLC25A10,SORCS3,TCF19	 
Palbo14 vs Palbo3	SOX2	 	transcription regulator	 	0.000	 	1.87E-02	C1QL1,E2F1,ETV4,FST,LRP4,ZNF488	 
Palbo28 vs Palbo3	HDAC9	 	transcription regulator	 	 	 	1.87E-02	BCL2,CCNB1	 
Palbo28 vs Palbo3	HOXA7	 	transcription regulator	 	 	 	1.87E-02	IL7R,NRGN	 
Palbo28 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	1.88E-02	CDC25A,CDCA5,CDK2,CENPN,CLCN4,E2F1,FABP5,HMGB2,ORC1,RPS6KA5	 
Palbo28 vs Palbo3	PAX6	 	transcription regulator	 	 	 	1.89E-02	CDC45,CDC6,CDCA2,CENPI,CENPN	 
Doxo14 vs Doxo3	MXD1	 	transcription regulator	 	 	 	1.91E-02	CCNA2,CCNB2,TOP2A	 
Doxo14 vs Doxo3	ATXN1	 	transcription regulator	 	 	 	1.93E-02	ETV4,HMGB2	 
Palbo28 vs Palbo3	SETBP1	 	transcription regulator	 	 	 	1.93E-02	IL7R,KNL1,MYB	 
Palbo14 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	1.93E-02	BCL2,MCIDAS,MYB	 
Palbo14 vs Palbo3	RELB	 	transcription regulator	 	 	 	1.93E-02	BCL2,FANCD2,MYB	 
Palbo14 vs Palbo3	RELA	 	transcription regulator	 	 	 	1.97E-02	BCL2,E2F1,F3,IL7R,MYB,TP73	 
Palbo3 vs Cycling0	NACC1	 	transcription regulator	 	 	 	1.97E-02	BCL2,HMGB1	 
Palbo3 vs Cycling0	HIC1	 	transcription regulator	 	0.000	 	1.97E-02	CCNE2,CYP24A1,FST,SNAPC1	 
Doxo14 vs Doxo3	PTTG1	-1.272	transcription regulator	 	 	 	1.98E-02	CCNA2,CCNB1,LIG1	 
Palbo14 vs Palbo3	RSF1	 	transcription regulator	 	 	 	1.98E-02	BCL2	 
Doxo21 vs Cycling0	NKX6-1	 	transcription regulator	 	 	 	1.98E-02	E2F1,UBE2C	 
Doxo21 vs Cycling0	ID4	 	transcription regulator	 	 	 	1.98E-02	BRCA1,E2F1	 
Doxo14 vs Doxo3	SIRT1	 	transcription regulator	 	1.671	bias	1.98E-02	AURKB,BIRC5,CCNB2,CDKN2C,CORO1A,H2AZ1,HJURP,PTN	 
Palbo28 vs Palbo3	MYBL1	0.751	transcription regulator	 	 	 	2.00E-02	BCL2,NEK2	 
Doxo14 vs Cycling0	TFCP2	 	transcription regulator	 	 	 	2.01E-02	POLA1,TYMS	 
Doxo21 vs Doxo3	NDN	 	transcription regulator	 	 	 	2.02E-02	CDK1,RBL1	 
Palbo3 vs Cycling0	NFAT5	 	transcription regulator	 	0.409	 	2.02E-02	BCL2,CSF1R,DNA2,F3,FOSL1,IL7R,MCM6,NRG1,POLA1,RFC2,RPS6KA5,RRM2,SDC1,TNFRSF11A,TNFRSF13C	 
Palbo14 vs Cycling0	LEF1	-1.754	transcription regulator	 	-0.585	 	2.03E-02	BCL2,BIRC5,BRCA1,CDK1,DEPDC1B,IL7R,KIF11,LEF1,PLCXD1,TNFRSF11A,TNFRSF13C	 
Doxo21 vs Doxo3	ARRB1	 	transcription regulator	 	 	 	2.03E-02	BCL2,LEF1,PCNA	 
Doxo21 vs Doxo3	DACH1	 	transcription regulator	 	 	 	2.03E-02	CCNE2,CDC25A,RAD51	 
Doxo14 vs Doxo3	ETV1	 	transcription regulator	 	 	 	2.04E-02	BRCA1,E2F1	 
Palbo28 vs Cycling0	EGR1	 	transcription regulator	 	-0.537	bias	2.05E-02	CDC20,CDK2,CDKN2D,EZH2,MYB,MYBL1,PEG10,TP73	 
Doxo14 vs Doxo3	GTF2H1	 	transcription regulator	 	 	 	2.05E-02	DHFR	 
Doxo14 vs Doxo3	RALY	 	transcription regulator	 	 	 	2.05E-02	E2F1	 
Doxo3 vs Cycling0	TOB1	 	transcription regulator	 	 	 	2.06E-02	CCNA2,MIS18A	 
Doxo3 vs Cycling0	DAXX	 	transcription regulator	 	 	 	2.06E-02	CENPA,H2AX	 
Palbo14 vs Cycling0	NACC1	 	transcription regulator	 	 	 	2.07E-02	BCL2,HMGB1	 
Palbo14 vs Palbo3	HDAC6	 	transcription regulator	 	 	 	2.11E-02	BCL2,RAD51	 
Doxo3 vs Cycling0	RUNX3	 	transcription regulator	 	 	 	2.11E-02	BIRC5,CSF1R,SCARA3	 
Palbo14 vs Palbo3	KMT2D	 	transcription regulator	 	-0.152	 	2.12E-02	ARTN,E2F1,FOSL1,FOXQ1	 
Palbo28 vs Cycling0	CBX5	 	transcription regulator	Activated	2.000	bias	2.13E-02	BIRC5,CDC25A,CDC6,E2F1,FOXQ1,LEF1	 
Palbo28 vs Cycling0	KLF14	 	transcription regulator	 	 	 	2.15E-02	CCNA2,CDK2	 
Palbo28 vs Cycling0	APBB1	 	transcription regulator	 	 	 	2.15E-02	TP73,TYMS	 
Palbo28 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	2.15E-02	EZH2,FOXM1	 
Palbo28 vs Cycling0	PA2G4	 	transcription regulator	 	 	 	2.15E-02	PCNA,SUV39H1	 
Doxo21 vs Cycling0	EZH2	-2.086	transcription regulator	 	-0.328	 	2.16E-02	BCL2,BRCA1,CCNA2,CCNB1,CCNE2,E2F1,EZH2,FANCB,MCM8,PKMYT1,PTN,RAC3,TOP2A,WNT7B	 
Palbo28 vs Palbo3	RALY	 	transcription regulator	 	 	 	2.16E-02	E2F1	 
Doxo14 vs Cycling0	ZNF367	-0.326	transcription regulator	 	 	 	2.19E-02	CIT	 
Doxo14 vs Cycling0	LBH	 	transcription regulator	 	 	 	2.19E-02	POLA1	 
Doxo14 vs Cycling0	TFB1M	 	transcription regulator	 	 	 	2.19E-02	E2F1	 
Doxo14 vs Cycling0	DMAP1	 	transcription regulator	 	 	 	2.19E-02	TK1	 
Doxo14 vs Cycling0	GPBP1	 	transcription regulator	 	 	 	2.19E-02	TOP2A	 
Doxo14 vs Cycling0	MED6	 	transcription regulator	 	 	 	2.19E-02	AURKA	 
Doxo21 vs Doxo3	PAX3	 	transcription regulator	 	 	 	2.19E-02	CDC6,CHRNA5,IRS1,LY6K,PCNA,PTHLH,SHMT1	 
Palbo28 vs Palbo3	MXD1	 	transcription regulator	 	 	 	2.20E-02	BUB1,CCNB2,CENPE	 
Palbo28 vs Palbo3	ZEB2	 	transcription regulator	 	 	 	2.20E-02	E2F1,IL7R,MYB	 
Palbo28 vs Cycling0	DMRT1	 	transcription regulator	 	 	 	2.20E-02	CDK2,CDKN2C,CDKN2D,E2F1,E2F8	 
Doxo14 vs Cycling0	SPZ1	 	transcription regulator	 	 	 	2.20E-02	E2F1,MKI67	 
Palbo28 vs Cycling0	CEBPD	 	transcription regulator	 	 	 	2.20E-02	BIRC5,BRCA1,BRCA2,CCNB1,CCNB2,CSF1R	 
Palbo28 vs Cycling0	GABPA	 	transcription regulator	 	 	 	2.21E-02	AURKA,BRCA1,LBR,RACGAP1	 
Doxo21 vs Cycling0	HOXD10	 	transcription regulator	Activated	2.000	 	2.23E-02	CCNA2,CCNB1,CDK1,E2F1	 
Doxo21 vs Cycling0	NDN	 	transcription regulator	 	 	 	2.24E-02	CDK1,RBL1	 
Palbo14 vs Palbo3	SOX10	 	transcription regulator	 	 	 	2.25E-02	DEPDC1B,PTN	 
Palbo28 vs Cycling0	PHF6	 	transcription regulator	 	 	 	2.26E-02	CSPG5,H2AX,PTMA	 
Palbo28 vs Cycling0	PHB1	 	transcription regulator	 	 	 	2.26E-02	BCL2,E2F1,RBL1	 
Palbo3 vs Cycling0	WWTR1	 	transcription regulator	 	-1.890	 	2.27E-02	CCNA2,DTYMK,IL7R,MKI67,RRM1,RRM2,TK1,TYMS	 
Palbo3 vs Cycling0	KLF14	 	transcription regulator	 	 	 	2.27E-02	CCNA2,CDK2	 
Palbo3 vs Cycling0	APBB1	 	transcription regulator	 	 	 	2.27E-02	TP73,TYMS	 
Palbo3 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	2.27E-02	EZH2,FOXM1	 
Palbo3 vs Cycling0	PA2G4	 	transcription regulator	 	 	 	2.27E-02	PCNA,SUV39H1	 
Palbo14 vs Palbo3	STAT3	 	transcription regulator	 	0.110	 	2.28E-02	BCL2,F3,FOSL1,FST,IL7R,MYB,PTN,RRM2	 
Doxo14 vs Doxo3	ZBED6	 	transcription regulator	 	 	 	2.29E-02	DLGAP5,TTK	 
Palbo28 vs Palbo3	TCF7	 	transcription regulator	 	-0.561	 	2.31E-02	BCL2,EZH2,FOSL1,IL7R,MCAM,SDC1,TNFRSF13C	 
Palbo3 vs Cycling0	MEN1	 	transcription regulator	 	1.133	bias	2.32E-02	CCNB2,CDK1,CDKN2C,ETV4,EZH2,FABP5,PTN	 
Palbo14 vs Palbo3	PLAG1	 	transcription regulator	 	 	 	2.32E-02	BCL2,ETV4	 
Palbo14 vs Palbo3	YBX1	 	transcription regulator	 	 	 	2.34E-02	BCL2,F3,RRM2	 
Doxo14 vs Doxo3	POU5F1	 	transcription regulator	 	-1.951	bias	2.34E-02	BIRC5,BRCA1,CCNA2,CCNF,HOPX,MYBL2,RAD54L	 
Doxo21 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	2.34E-02	BCL2,LEF1,PCNA	 
Doxo21 vs Cycling0	DACH1	 	transcription regulator	 	 	 	2.34E-02	CCNE2,CDC25A,RAD51	 
Doxo21 vs Doxo3	WWTR1	 	transcription regulator	 	-1.890	 	2.35E-02	CCNA2,DTYMK,MKI67,RRM1,RRM2,TK1,TYMS	 
Palbo3 vs Cycling0	TAF4	 	transcription regulator	 	 	 	2.36E-02	E2F2,HOPX,PBK,PTN,WWC1	 
Palbo14 vs Palbo3	XPC	 	transcription regulator	 	 	 	2.37E-02	TP73	 
Palbo14 vs Palbo3	ANKRD1	 	transcription regulator	 	 	 	2.37E-02	BCL2	 
Palbo14 vs Palbo3	TFDP2	 	transcription regulator	 	 	 	2.37E-02	AURKB	 
Palbo3 vs Cycling0	NFE2L2	 	transcription regulator	Inhibited	-2.479	bias	2.37E-02	BCL2,BRCA1,CCNE2,CDKN2C,CENPA,CENPH,DBF4,FABP5,HELLS,IL7R,LBR,LIG1,MCM7,PCNA,POLA1,RANBP1,RFC4,RRM1,SMC2,TK1,TUB	 
Palbo3 vs Cycling0	EP300	 	transcription regulator	 	 	 	2.37E-02	BCL2,BIRC5,BRCA1,CDC25A,CDK2,DHFR,E2F1,IL7R,MCM3,MKI67,OAS3,RAD51,SDC1,TK1,UBE2C	 
Doxo21 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	2.38E-02	CDC25A,CDCA5,CDK2,CENPN,CLCN4,E2F1,FABP5,HMGB2,ORC1	 
Palbo14 vs Cycling0	KLF14	 	transcription regulator	 	 	 	2.38E-02	CCNA2,CDK2	 
Palbo14 vs Cycling0	APBB1	 	transcription regulator	 	 	 	2.38E-02	TP73,TYMS	 
Palbo14 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	2.38E-02	EZH2,FOXM1	 
Palbo14 vs Cycling0	PA2G4	 	transcription regulator	 	 	 	2.38E-02	PCNA,SUV39H1	 
Palbo28 vs Palbo3	GRHL2	 	transcription regulator	 	 	 	2.39E-02	BCL2,MYB	 
Palbo28 vs Palbo3	TWIST1	 	transcription regulator	 	-1.964	bias	2.41E-02	ASPM,BCL2,EZH2,FOSL1,SLC29A1	 
Palbo3 vs Cycling0	PHF6	 	transcription regulator	 	 	 	2.44E-02	CSPG5,H2AX,PTMA	 
Palbo3 vs Cycling0	PHB1	 	transcription regulator	 	 	 	2.44E-02	BCL2,E2F1,RBL1	 
Palbo28 vs Cycling0	NKX6-1	 	transcription regulator	 	 	 	2.45E-02	E2F1,UBE2C	 
Palbo28 vs Cycling0	ID4	 	transcription regulator	 	 	 	2.45E-02	BRCA1,E2F1	 
Palbo3 vs Cycling0	DMRT1	 	transcription regulator	 	 	 	2.45E-02	CDK2,CDKN2C,CDKN2D,E2F1,E2F8	 
Doxo21 vs Doxo3	EGR1	 	transcription regulator	 	-0.887	bias	2.46E-02	CDC20,CDK2,CDKN2D,EZH2,MYBL1,PEG10,TP73	 
Palbo14 vs Cycling0	NFAT5	 	transcription regulator	 	0.409	 	2.48E-02	BCL2,CSF1R,DNA2,F3,FOSL1,IL7R,MCM6,NRG1,POLA1,RFC2,RPS6KA5,RRM2,SDC1,TNFRSF11A,TNFRSF13C	 
Doxo14 vs Cycling0	ZNF281	 	transcription regulator	 	 	 	2.48E-02	FANCA,FANCD2,XRCC2	 
Palbo3 vs Cycling0	CEBPD	 	transcription regulator	 	 	 	2.50E-02	BIRC5,BRCA1,BRCA2,CCNB1,CCNB2,CSF1R	 
Palbo14 vs Palbo3	HDAC4	 	transcription regulator	 	 	 	2.50E-02	FOSL1,FST,RGS7	 
Palbo28 vs Cycling0	IRF4	 	transcription regulator	 	1.414	 	2.50E-02	CCNB1,CDK1,CDK2,LEF1,PCNA,PTMA,RAD51,TK1	 
Palbo28 vs Cycling0	GLI2	 	transcription regulator	Inhibited	-2.385	bias	2.51E-02	BCL2,CDC45,CDK1,E2F1,PTHLH,TFAP4	 
Doxo14 vs Cycling0	WWTR1	 	transcription regulator	 	-1.633	 	2.51E-02	CCNA2,DTYMK,MKI67,RRM2,TK1,TYMS	 
Doxo3 vs Cycling0	URI1	 	transcription regulator	 	 	 	2.52E-02	CCNB1	 
Doxo3 vs Cycling0	CEBPZ	 	transcription regulator	 	 	 	2.52E-02	TOP2A	 
Palbo28 vs Palbo3	ZBED6	 	transcription regulator	 	 	 	2.53E-02	DLGAP5,WWC1	 
Doxo21 vs Doxo3	CDKN2C	-2.457	transcription regulator	 	 	 	2.53E-02	CDKN2D,E2F1	 
Palbo3 vs Cycling0	WWC1	-1.658	transcription regulator	 	 	 	2.59E-02	MKI67,WWC1	 
Palbo3 vs Cycling0	NKX6-1	 	transcription regulator	 	 	 	2.59E-02	E2F1,UBE2C	 
Palbo3 vs Cycling0	ID4	 	transcription regulator	 	 	 	2.59E-02	BRCA1,E2F1	 
Palbo14 vs Cycling0	WWTR1	 	transcription regulator	 	-1.890	 	2.59E-02	CCNA2,DTYMK,IL7R,MKI67,RRM1,RRM2,TK1,TYMS	 
Palbo28 vs Cycling0	SNAI1	 	transcription regulator	 	-1.455	 	2.60E-02	CDC25B,CDK2,FST,LEF1,SDC1,SLC29A1,TPX2	 
Palbo14 vs Cycling0	TAF4	 	transcription regulator	 	 	 	2.60E-02	E2F2,HOPX,PBK,PTN,WWC1	 
Palbo14 vs Cycling0	PHF6	 	transcription regulator	 	 	 	2.61E-02	CSPG5,H2AX,PTMA	 
Palbo14 vs Cycling0	PHB1	 	transcription regulator	 	 	 	2.61E-02	BCL2,E2F1,RBL1	 
Doxo14 vs Cycling0	MBD1	 	transcription regulator	 	 	 	2.61E-02	BRCA1,TK1	 
Palbo28 vs Palbo3	SIRT1	 	transcription regulator	 	-0.816	 	2.61E-02	AURKB,BCL2,BIRC5,CCNB2,HJURP,PTN,SLC29A1,TP73	 
Doxo3 vs Cycling0	ATF3	 	transcription regulator	 	 	 	2.62E-02	AURKA,NEK2,PLK1	 
Doxo14 vs Doxo3	CTCF	 	transcription regulator	 	-0.772	 	2.65E-02	C1QL1,FOXM1,FST,HMGB2	 
Palbo28 vs Cycling0	DLX1	 	transcription regulator	Inhibited	-2.000	bias	2.69E-02	ARTN,ASPM,SDC1,WNT7B	 
Palbo28 vs Cycling0	NRIP1	 	transcription regulator	Activated	2.000	bias	2.69E-02	CCNB2,CDC6,CDK1,TK1	 
Palbo14 vs Cycling0	CBX5	 	transcription regulator	Activated	2.000	bias	2.70E-02	BIRC5,CDC25A,CDC6,E2F1,FOXQ1,LEF1	 
Palbo14 vs Cycling0	DMRT1	 	transcription regulator	 	 	 	2.71E-02	CDK2,CDKN2C,CDKN2D,E2F1,E2F8	 
Palbo14 vs Cycling0	WWC1	-1.439	transcription regulator	 	 	 	2.72E-02	MKI67,WWC1	 
Palbo14 vs Cycling0	NKX6-1	 	transcription regulator	 	 	 	2.72E-02	E2F1,UBE2C	 
Palbo14 vs Cycling0	ID4	 	transcription regulator	 	 	 	2.72E-02	BRCA1,E2F1	 
Doxo14 vs Doxo3	LMCD1	 	transcription regulator	 	 	 	2.73E-02	CDC6	 
Doxo14 vs Doxo3	FOXO6	 	transcription regulator	 	 	 	2.73E-02	KIF15	 
Doxo14 vs Doxo3	CREB5	 	transcription regulator	 	 	 	2.73E-02	RFC2	 
Doxo14 vs Doxo3	BARX1	 	transcription regulator	 	 	 	2.73E-02	CDC20	 
Doxo14 vs Doxo3	VEZF1	 	transcription regulator	 	 	 	2.73E-02	STMN1	 
Doxo21 vs Doxo3	ZNF367	-2.161	transcription regulator	 	 	 	2.75E-02	CIT	 
Doxo21 vs Doxo3	LBH	 	transcription regulator	 	 	 	2.75E-02	POLA1	 
Doxo21 vs Doxo3	TFB1M	 	transcription regulator	 	 	 	2.75E-02	E2F1	 
Doxo21 vs Doxo3	DMAP1	 	transcription regulator	 	 	 	2.75E-02	TK1	 
Doxo21 vs Doxo3	GPBP1	 	transcription regulator	 	 	 	2.75E-02	TOP2A	 
Doxo21 vs Doxo3	MED6	 	transcription regulator	 	 	 	2.75E-02	AURKA	 
Palbo14 vs Palbo3	ZNF512B	 	transcription regulator	 	 	 	2.76E-02	E2F1	 
Palbo14 vs Palbo3	THOC1	 	transcription regulator	 	 	 	2.76E-02	E2F1	 
Palbo14 vs Palbo3	FOXL1	 	transcription regulator	 	 	 	2.76E-02	SDC1	 
Palbo14 vs Palbo3	YWHAH	 	transcription regulator	 	 	 	2.76E-02	FOSL1	 
Doxo14 vs Doxo3	HOXA9	 	transcription regulator	 	 	 	2.76E-02	ARHGAP11A,CDC6,CELF2,DLGAP5	 
Palbo28 vs Cycling0	PAX5	 	transcription regulator	 	 	 	2.76E-02	BCL2,CGAS,CSF1R,SDC1,TNFRSF13C	 
Palbo28 vs Cycling0	NDN	 	transcription regulator	 	 	 	2.77E-02	CDK1,RBL1	 
Palbo14 vs Palbo3	CDX1	 	transcription regulator	 	 	 	2.78E-02	BCL2,FOXQ1	 
Doxo21 vs Cycling0	SIRT1	 	transcription regulator	Activated	2.143	bias	2.78E-02	AURKB,BCL2,BIRC5,CCNB2,CDKN2C,CORO1A,H2AZ1,HJURP,LEF1,PCNA,PTN,SLC29A1,TP73	 
Palbo28 vs Palbo3	HDAC4	 	transcription regulator	 	 	 	2.78E-02	CCNB1,FOSL1,MYLK2,SLC8A1	 
Doxo21 vs Doxo3	POU5F1	 	transcription regulator	Inhibited	-2.935	bias	2.79E-02	BCL2,BIRC5,BRCA1,CCNA2,CCNF,IRS1,MYBL2,PSMC3IP,RAD54L,TFAP4,TP73	 
Palbo14 vs Cycling0	CEBPD	 	transcription regulator	 	 	 	2.79E-02	BIRC5,BRCA1,BRCA2,CCNB1,CCNB2,CSF1R	 
Doxo21 vs Cycling0	CDKN2C	-3.307	transcription regulator	 	 	 	2.80E-02	CDKN2D,E2F1	 
Doxo21 vs Doxo3	CBX1	 	transcription regulator	 	 	 	2.80E-02	BIRC5,E2F1	 
Palbo14 vs Palbo3	HOXA9	 	transcription regulator	 	 	 	2.84E-02	DLGAP5,IL7R,MYB	 
Doxo3 vs Cycling0	JUN	 	transcription regulator	 	-0.805	bias	2.85E-02	ARTN,BIRC5,CCNA2,CDC20,CSF1R,SLC8A1	 
Palbo14 vs Palbo3	SIN3A	 	transcription regulator	 	 	 	2.86E-02	BCL2,E2F2	 
Palbo28 vs Palbo3	LMCD1	 	transcription regulator	 	 	 	2.87E-02	CDC6	 
Palbo28 vs Palbo3	LDB2	 	transcription regulator	 	 	 	2.87E-02	BCL2	 
Palbo28 vs Palbo3	BARX1	 	transcription regulator	 	 	 	2.87E-02	CDC20	 
Doxo21 vs Doxo3	ESRRB	 	transcription regulator	 	 	 	2.88E-02	BCL2,CCNA2,MYBL2	 
Palbo14 vs Cycling0	EP300	 	transcription regulator	 	 	 	2.89E-02	BCL2,BIRC5,BRCA1,CDC25A,CDK2,DHFR,E2F1,IL7R,MCM3,MKI67,OAS3,RAD51,SDC1,TK1,UBE2C	 
Doxo21 vs Cycling0	ZNF367	-1.997	transcription regulator	 	 	 	2.91E-02	CIT	 
Doxo21 vs Cycling0	LBH	 	transcription regulator	 	 	 	2.91E-02	POLA1	 
Doxo21 vs Cycling0	TFB1M	 	transcription regulator	 	 	 	2.91E-02	E2F1	 
Doxo21 vs Cycling0	DMAP1	 	transcription regulator	 	 	 	2.91E-02	TK1	 
