© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo14 vs Doxo3	NACA	 	transcription regulator	 	 	 	2.13E-02	COL1A1	 
Doxo21 vs Doxo3	KLF4	 	transcription regulator	 	-0.606	 	2.13E-02	ADGRE1,EFEMP1,PCDH18,SERPINE1,THBS1	 
Doxo14 vs Cycling0	GATA6	 	transcription regulator	 	-0.927	 	2.14E-02	SEMA3C,SPARC,TAGLN,TGFB2,TNFSF10	 
Palbo28 vs Cycling0	IRF5	 	transcription regulator	 	 	 	2.14E-02	CCL5,PTGS2,TNFSF10	 
Doxo21 vs Doxo3	CEBPD	-0.122	transcription regulator	 	 	 	2.15E-02	DEPP1,PTGS2,TNFAIP6	 
Palbo28 vs Cycling0	MECOM	 	transcription regulator	 	 	 	2.16E-02	DCN,SERPINE1	 
Doxo21 vs Cycling0	ZFHX3	 	transcription regulator	 	 	 	2.16E-02	F2RL1,LRRC17,RGS2	 
Doxo21 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	2.17E-02	TNFSF10	 
Doxo21 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.17E-02	ST8SIA4	 
Doxo21 vs Cycling0	LPXN	 	transcription regulator	 	 	 	2.17E-02	TAGLN	 
Doxo21 vs Cycling0	HOXB8	 	transcription regulator	 	 	 	2.17E-02	TAGLN	 
Doxo21 vs Cycling0	UBE2K	 	transcription regulator	 	 	 	2.17E-02	COL1A1	 
Palbo14 vs Cycling0	TBX3	 	transcription regulator	 	1.664	bias	2.17E-02	ANGPT1,COL6A2,DCN,KCND2,SNAI1,TNC	 
Palbo14 vs Cycling0	IRF1	 	transcription regulator	Activated	2.198	bias	2.17E-02	CCL5,FN1,GBP2,PTGS2,SELL,TNFSF10	 
Palbo14 vs Palbo3	TSC22D3	-0.042	transcription regulator	 	 	 	2.18E-02	CCL5,PTGS2	 
Palbo28 vs Cycling0	CTCF	 	transcription regulator	 	 	 	2.18E-02	PCDHA4,PCDHGA10,PCDHGB7,PTGS2	 
Palbo14 vs Cycling0	HIC1	 	transcription regulator	 	 	 	2.18E-02	CA12,SNAP25,TMEM47	 
Doxo21 vs Doxo3	IRF2BP2	 	transcription regulator	 	 	 	2.19E-02	CCL5,GLDN,ID2	 
Doxo14 vs Doxo3	GATA2	 	transcription regulator	 	-1.000	 	2.21E-02	CCL5,CHI3L1,DLL1,SNTG2,THBS1	 
Doxo14 vs Doxo3	STAT2	 	transcription regulator	 	 	 	2.21E-02	CCL5,IFITM2	 
Doxo21 vs Cycling0	FHL2	 	transcription regulator	 	 	 	2.21E-02	PDGFRB,TAGLN,WNT10B	 
Doxo21 vs Cycling0	CUX1	 	transcription regulator	 	 	 	2.21E-02	DPYSL3,SNAI1,THBS1	 
Doxo21 vs Doxo3	CREB3L4	 	transcription regulator	 	 	 	2.21E-02	ID2	 
Doxo21 vs Doxo3	GATAD2A	 	transcription regulator	 	 	 	2.21E-02	PTGS2	 
Doxo21 vs Doxo3	RSF1	 	transcription regulator	 	 	 	2.21E-02	PTGS2	 
Doxo21 vs Doxo3	TDP2	 	transcription regulator	 	 	 	2.21E-02	KCND2	 
Palbo28 vs Palbo3	NFYB	 	transcription regulator	 	 	 	2.22E-02	COL1A1,PDGFRB,ST8SIA4,TIMP3	 
Palbo28 vs Cycling0	YAP1	 	transcription regulator	 	1.673	bias	2.22E-02	CCL5,CCN5,DCN,FN1,P4HA1,PTGS2,SERPINE1,SMAD6,SPRY1	 
Palbo3 vs Cycling0	CREB1	 	transcription regulator	 	0.625	bias	2.22E-02	CDH11,CEBPD,EDIL3,KCND2,LAYN,PLXDC2,PTGS2,PTPRN,YPEL4	 
Doxo21 vs Doxo3	MED1	 	transcription regulator	 	 	 	2.22E-02	CCN5,ID2,SERPINE1,THBS1	 
Doxo3 vs Cycling0	GATA4	 	transcription regulator	 	-0.418	 	2.23E-02	ACTG2,CA12,INMT,S100A4,TAGLN	 
Palbo28 vs Palbo3	NFYC	 	transcription regulator	 	 	 	2.24E-02	COL1A1,PDGFRB	 
Doxo14 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	2.26E-02	EFEMP1,SEMA3C	 
Doxo3 vs Cycling0	NFYB	 	transcription regulator	 	 	 	2.27E-02	GPAM,PDGFRB,S100A4,SNAI1,ST8SIA4	 
Palbo3 vs Cycling0	FOXL2	 	transcription regulator	 	 	 	2.27E-02	HMCN1,PTGS2,SPRY1	 
Palbo28 vs Cycling0	MAFA	 	transcription regulator	 	 	 	2.27E-02	EFNA3,PLA2R1,PTPRN,SERPINE1	 
Doxo21 vs Doxo3	ARID2	 	transcription regulator	 	 	 	2.27E-02	PTPRN,THBS1	 
Palbo14 vs Cycling0	SKI	 	transcription regulator	 	 	 	2.27E-02	FAP,SERPINE1	 
Doxo14 vs Doxo3	NEUROG1	 	transcription regulator	 	 	 	2.27E-02	COL3A1,THBS1	 
Palbo28 vs Cycling0	NFIL3	 	transcription regulator	 	 	 	2.28E-02	PTGS2,TNFSF10	 
Palbo14 vs Palbo3	NUPR1	 	transcription regulator	 	0.816	 	2.28E-02	HSPA2,PDK1,RAB20,RIMKLA,SYTL2,TCAF2	 
Doxo14 vs Cycling0	SMARCB1	 	transcription regulator	Inhibited	-2.236	bias	2.29E-02	COL1A1,COL5A2,CYP39A1,GJA1,SPARC	 
Doxo21 vs Doxo3	NFE2L2	 	transcription regulator	 	-0.290	 	2.30E-02	CBS,CCL5,COL3A1,DDIT4,LUM,PTGS2,SERPINE1,THBS1	 
Doxo3 vs Cycling0	EHF	 	transcription regulator	 	 	 	2.30E-02	MUC1,SERPINE1,TNC	 
Palbo28 vs Cycling0	JUNB	 	transcription regulator	 	 	 	2.31E-02	COL1A2,FN1,SERPINE1,TIMP3	 
Palbo3 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	2.32E-02	COL1A1,SPARC	 
Palbo14 vs Cycling0	MAFA	 	transcription regulator	 	 	 	2.32E-02	EFNA3,EGLN3,PLA2R1,PTPRN,SERPINE1	 
Doxo21 vs Doxo3	MYCN	 	transcription regulator	 	-1.225	 	2.32E-02	CDH11,COL18A1,ID2,PRKN,SERPINE1	 
Palbo28 vs Palbo3	NACA	 	transcription regulator	 	 	 	2.32E-02	COL1A1	 
Doxo3 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	2.33E-02	TNFSF10	 
Doxo3 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.33E-02	ST8SIA4	 
Doxo3 vs Cycling0	LPXN	 	transcription regulator	 	 	 	2.33E-02	TAGLN	 
Doxo3 vs Cycling0	HOXB8	 	transcription regulator	 	 	 	2.33E-02	TAGLN	 
Doxo3 vs Cycling0	UBE2K	 	transcription regulator	 	 	 	2.33E-02	TGFB2	 
Palbo3 vs Cycling0	PRDM5	 	transcription regulator	 	 	 	2.34E-02	CEMIP,DKK3,WNT10B	 
Doxo21 vs Doxo3	CALR	 	transcription regulator	 	 	 	2.35E-02	COL3A1,PTGS2	 
Palbo28 vs Palbo3	KLF6	 	transcription regulator	 	-0.882	 	2.35E-02	COL1A1,LDHA,STAT5A,VCAN	 
Doxo14 vs Doxo3	TEAD1	 	transcription regulator	 	 	 	2.35E-02	COL3A1,PCDH18,THBS1	 
Doxo14 vs Cycling0	FOXL2	 	transcription regulator	 	 	 	2.36E-02	HMCN1,RGS2,SMAD6	 
Doxo21 vs Cycling0	PRDM1	 	transcription regulator	 	1.000	 	2.37E-02	CA9,DDIT4,PCDH18,SNAI1,TNFSF10	 
Palbo14 vs Cycling0	FOSL2	 	transcription regulator	 	 	 	2.37E-02	COL1A2,FN1,LUM	 
Palbo28 vs Palbo3	HDAC4	 	transcription regulator	 	 	 	2.38E-02	LDHA,SNAP25,TNFRSF11B	 
Palbo28 vs Palbo3	MGA	 	transcription regulator	 	 	 	2.39E-02	BMF,EGLN3	 
Palbo28 vs Palbo3	HIC1	 	transcription regulator	 	 	 	2.39E-02	CA12,SNAP25	 
Palbo28 vs Cycling0	NOTCH4	 	transcription regulator	 	 	 	2.40E-02	ANGPT1,SERPINE1	 
Palbo14 vs Palbo3	SRF	 	transcription regulator	 	 	 	2.40E-02	ACTG2,CCL5,LMOD1,PTGS2,TNC	 
Palbo28 vs Cycling0	TRIM28	 	transcription regulator	 	1.000	 	2.40E-02	CCL5,HAS1,SLC44A3,WNT10B	 
Palbo14 vs Cycling0	CREBBP	 	transcription regulator	Activated	2.630	bias	2.41E-02	ANGPT1,BDKRB2,CCL5,COL1A2,PTGS2,SERPINE2,TAGLN,TNC,TNFSF10	 
Palbo14 vs Palbo3	ZNF281	 	transcription regulator	 	 	 	2.41E-02	FN1,PTGS2	 
Doxo21 vs Doxo3	CTNNB1	 	transcription regulator	 	-0.731	 	2.41E-02	CCL5,CDH11,COL3A1,CTHRC1,ID2,PTGS2,SERPINE1,SERPINE2,STAT5A,UPB1	 
Doxo21 vs Doxo3	FOSL1	 	transcription regulator	 	 	 	2.41E-02	SERPINE1,SERPINE2,THBS1	 
Palbo14 vs Palbo3	STAT6	 	transcription regulator	 	1.510	 	2.42E-02	CCL5,FN1,FSCN1,PTGS2,STAT5A,TIMP3	 
Palbo28 vs Palbo3	SMAD7	 	transcription regulator	 	 	 	2.42E-02	COL1A1,TGFB3,TIMP3	 
Doxo21 vs Doxo3	BCOR	 	transcription regulator	 	 	 	2.44E-02	COL18A1,GAS1	 
Doxo21 vs Doxo3	TSC22D3	-0.543	transcription regulator	 	 	 	2.44E-02	CCL5,PTGS2	 
Palbo14 vs Cycling0	ATF4	 	transcription regulator	Activated	2.376	bias	2.44E-02	CA9,CEMIP,DDIT4,FN1,PTGS2,TNFRSF11B	 
Palbo14 vs Cycling0	ID2	0.937	transcription regulator	 	 	 	2.44E-02	CCL5,IGFBP4,IKZF2,PIK3IP1,SELL,TNFSF10	 
Palbo3 vs Cycling0	SIRT2	 	transcription regulator	 	 	 	2.44E-02	COL1A1,COL1A2	 
Palbo3 vs Cycling0	MECOM	 	transcription regulator	 	 	 	2.44E-02	DCN,SPARC	 
Palbo14 vs Cycling0	SIAH2	 	transcription regulator	 	 	 	2.47E-02	ANGPT1,EGLN3,SERPINE1	 
Palbo14 vs Cycling0	STAT2	 	transcription regulator	 	 	 	2.47E-02	CCL5,IFITM2,TNFSF10	 
Doxo14 vs Doxo3	HAND2	 	transcription regulator	 	 	 	2.47E-02	COL1A1,COL3A1	 
Palbo3 vs Cycling0	CBFB	 	transcription regulator	 	 	 	2.48E-02	ERMN,IKZF2,WNT10B	 
Doxo14 vs Doxo3	ANKIB1	 	transcription regulator	 	 	 	2.48E-02	CCL5	 
Doxo14 vs Doxo3	CC2D1A	 	transcription regulator	 	 	 	2.48E-02	CCL5	 
Doxo14 vs Doxo3	ETV2	 	transcription regulator	 	 	 	2.48E-02	RHOJ	 
Doxo14 vs Doxo3	EAF2	 	transcription regulator	 	 	 	2.48E-02	THBS1	 
Doxo14 vs Doxo3	NKRF	 	transcription regulator	 	 	 	2.48E-02	CCL5	 
Doxo3 vs Cycling0	NEUROG3	 	transcription regulator	 	 	 	2.48E-02	DEPP1,DLL1,SEMA3C	 
Palbo14 vs Palbo3	SOX10	 	transcription regulator	 	 	 	2.49E-02	FN1,SOD3	 
Palbo14 vs Palbo3	WT1	 	transcription regulator	 	 	 	2.49E-02	CBS,SPRY1,TGFB3,TIMP3	 
Doxo14 vs Doxo3	NFKB2	 	transcription regulator	 	 	 	2.50E-02	CCL5,DPT,IGFBP4	 
Doxo14 vs Cycling0	SIRT2	 	transcription regulator	 	 	 	2.52E-02	COL1A1,COL1A2	 
Doxo14 vs Cycling0	HOXC8	 	transcription regulator	 	 	 	2.52E-02	GAS1,TAGLN	 
Palbo28 vs Cycling0	TCF7L1	0.071	transcription regulator	 	 	 	2.53E-02	FN1,HSPB6,JAM2	 
Doxo3 vs Cycling0	ASXL1	 	transcription regulator	 	 	 	2.54E-02	RARRES2,SERPINE1	 
Doxo3 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	2.54E-02	SERPINE1,SNAI1	 
Doxo3 vs Cycling0	DACH1	 	transcription regulator	 	 	 	2.54E-02	EFEMP1,SERPINE1	 
Doxo14 vs Doxo3	DLX1	 	transcription regulator	 	 	 	2.54E-02	CTHRC1,EDIL3	 
Palbo14 vs Cycling0	EP300	 	transcription regulator	Activated	2.581	bias	2.54E-02	ANGPT1,BDKRB2,CA12,COL1A2,COL3A1,FN1,PTGS2,SERPINE1,TNC,TSC22D3	 
Palbo28 vs Cycling0	HNF1A	 	transcription regulator	Activated	2.449	bias	2.56E-02	CBS,CFI,CPQ,FUT11,PDK1,RNASE4,SERPINE1,VTN	 
Palbo28 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	2.57E-02	TNFSF10	 
Palbo28 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.57E-02	ST8SIA4	 
Palbo28 vs Cycling0	NMI	 	transcription regulator	 	 	 	2.57E-02	PTGS2	 
Palbo3 vs Cycling0	NFIL3	 	transcription regulator	 	 	 	2.58E-02	PTGS2,TNFSF10	 
Doxo21 vs Cycling0	RUNX1	 	transcription regulator	 	-1.406	 	2.59E-02	COL1A1,FAP,GPAM,LUM,PLXND1	 
Doxo14 vs Doxo3	MEF2C	 	transcription regulator	 	 	 	2.61E-02	COL1A1,COL3A1,THBS1	 
Palbo28 vs Cycling0	GATA3	 	transcription regulator	 	 	 	2.63E-02	BHLHE41,BMF,CCL5,FN1,FSCN1	 
Palbo28 vs Cycling0	MTDH	 	transcription regulator	 	 	 	2.64E-02	ANGPT1,CFH,HTRA1,SERPINE1	 
Doxo21 vs Cycling0	EGR1	 	transcription regulator	 	-0.865	bias	2.65E-02	COL1A1,SNAI1,THBS1,TNFSF10	 
Doxo21 vs Doxo3	ZMIZ1	 	transcription regulator	 	 	 	2.65E-02	SERPINE1	 
Doxo14 vs Cycling0	IRF5	 	transcription regulator	 	 	 	2.65E-02	COL1A1,COL3A1,TNFSF10	 
Doxo21 vs Cycling0	GLI3	 	transcription regulator	 	 	 	2.66E-02	COL1A1,DLL1,DUSP2	 
Doxo3 vs Cycling0	KLF15	 	transcription regulator	 	 	 	2.67E-02	GPAM,TAGLN,TNFSF10	 
Doxo21 vs Doxo3	FOXA1	 	transcription regulator	 	-1.000	 	2.67E-02	COL18A1,DDIT4,PPFIA4,STAT5A	 
Palbo14 vs Cycling0	SIN3A	 	transcription regulator	 	 	 	2.68E-02	COL1A2,PTGS2,SERPINE1	 
Doxo14 vs Doxo3	NFATC3	 	transcription regulator	 	 	 	2.68E-02	COL1A1,DDIT4	 
Palbo28 vs Palbo3	NEUROG1	 	transcription regulator	 	 	 	2.68E-02	CEMIP,CFH	 
Palbo28 vs Cycling0	NPM1	 	transcription regulator	Activated	2.000	bias	2.69E-02	ANG,CDH11,FN1,TCAF2	 
Palbo28 vs Palbo3	ZNF100	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	ZNF85	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	ZNF254	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	IRX2	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	ZNF431	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	JDP2	 	transcription regulator	 	 	 	2.71E-02	DNM3OS	 
Palbo28 vs Palbo3	MYCBP	 	transcription regulator	 	 	 	2.71E-02	LDHA	 
Palbo28 vs Palbo3	ZNF429	 	transcription regulator	 	 	 	2.71E-02	TGFB3	 
Palbo28 vs Palbo3	MAFA	 	transcription regulator	 	 	 	2.71E-02	EFNA3,EGLN3,PTPRN	 
Doxo21 vs Cycling0	NEUROD4	 	transcription regulator	 	 	 	2.71E-02	DLL1	 
Doxo21 vs Cycling0	ZNF536	 	transcription regulator	 	 	 	2.71E-02	MAP2	 
Doxo21 vs Cycling0	TBX6	 	transcription regulator	 	 	 	2.71E-02	DLL1	 
Doxo21 vs Cycling0	ZNF513	 	transcription regulator	 	 	 	2.71E-02	COL1A1	 
Doxo21 vs Cycling0	ARID5B	-0.495	transcription regulator	 	 	 	2.71E-02	TAGLN	 
Doxo21 vs Cycling0	MED20	 	transcription regulator	 	 	 	2.71E-02	SNAI1	 
Doxo21 vs Cycling0	TAF7	 	transcription regulator	 	 	 	2.71E-02	COL1A1	 
Palbo14 vs Cycling0	FOXO4	 	transcription regulator	 	0.000	 	2.71E-02	ANGPT1,APLN,SELL,SERPINE1	 
Doxo3 vs Cycling0	SRF	 	transcription regulator	 	-1.125	bias	2.73E-02	ACTG2,FILIP1L,TAGLN,TGFB1I1,TNC,VCAN	 
Palbo14 vs Palbo3	IRF6	 	transcription regulator	 	 	 	2.73E-02	ENPP2,PTGS2	 
Doxo21 vs Cycling0	BTG2	 	transcription regulator	 	 	 	2.74E-02	COL1A1,IGFBP4	 
Palbo3 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	2.74E-02	TNFSF10	 
Palbo3 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.74E-02	ST8SIA4	 
Palbo3 vs Cycling0	MED24	 	transcription regulator	 	 	 	2.74E-02	PRKN	 
Palbo3 vs Cycling0	NMI	 	transcription regulator	 	 	 	2.74E-02	PTGS2	 
Palbo14 vs Palbo3	HNF1A	 	transcription regulator	 	1.000	bias	2.74E-02	AKR1C2,CBS,CFI,CPQ,PDK1,RNASE4	 
Palbo28 vs Palbo3	JUNB	 	transcription regulator	 	 	 	2.75E-02	COL1A1,IKZF2,TIMP3	 
Palbo14 vs Cycling0	STAT5B	 	transcription regulator	 	1.414	bias	2.75E-02	ACTC1,AKR1C1,KRT18,MOXD1,NNMT,PIK3IP1,ST8SIA4,STAT5A	 
Doxo14 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	2.79E-02	TNFSF10	 
Doxo14 vs Cycling0	NKAP	 	transcription regulator	 	 	 	2.79E-02	ST8SIA4	 
Doxo14 vs Cycling0	LPXN	 	transcription regulator	 	 	 	2.79E-02	TAGLN	 
Doxo14 vs Cycling0	HOXB8	 	transcription regulator	 	 	 	2.79E-02	TAGLN	 
Palbo28 vs Palbo3	HDAC2	 	transcription regulator	 	 	 	2.79E-02	COL1A1,DPT,TNFSF10	 
Doxo14 vs Cycling0	TBXT	 	transcription regulator	 	 	 	2.79E-02	COL1A1,DLL1	 
Palbo14 vs Palbo3	HSF1	 	transcription regulator	 	-0.339	 	2.81E-02	CCL5,DPT,EFEMP1,LDHA	 
Palbo28 vs Palbo3	EGR2	 	transcription regulator	 	 	 	2.82E-02	RAB20,STAT5A,TGFB3,TNFSF10	 
Doxo14 vs Doxo3	HCFC1	 	transcription regulator	 	 	 	2.82E-02	PRKN	 
Doxo14 vs Doxo3	LITAF	 	transcription regulator	 	 	 	2.82E-02	CCL5	 
Doxo14 vs Doxo3	SF1	 	transcription regulator	 	 	 	2.82E-02	COL1A1	 
Palbo28 vs Cycling0	WT1	 	transcription regulator	 	 	 	2.83E-02	CBS,SERPINE1,SPRY1,TIMP3,TNFSF10	 
Palbo28 vs Palbo3	TRIM28	 	transcription regulator	 	 	 	2.83E-02	C1orf116,CTHRC1,HAS1	 
Doxo21 vs Doxo3	TFAP2A	 	transcription regulator	 	 	 	2.84E-02	CCN5,EFEMP1,SERPINE1	 
Doxo14 vs Cycling0	CTCF	 	transcription regulator	 	 	 	2.84E-02	PCDHB14,PCDHGA10,PCDHGA7,PCDHGB3	 
Doxo21 vs Cycling0	KDM3A	 	transcription regulator	 	 	 	2.85E-02	TAGLN,TCF7L1	 
Palbo3 vs Cycling0	JUNB	 	transcription regulator	 	 	 	2.86E-02	COL1A1,COL1A2,IKZF2,TGFB2	 
Palbo28 vs Cycling0	TCF7L2	 	transcription regulator	Activated	2.574	bias	2.87E-02	CCN5,ENPP4,FN1,PTGS2,RNASE4,TNS1,TSPAN15	 
Palbo28 vs Cycling0	ATF2	 	transcription regulator	 	 	 	2.88E-02	FN1,ITGB8,PTGS2	 
Palbo3 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	2.88E-02	ANGPT1,CCL5,COL1A2,MMP11,PDGFRB,PTGS2,TNFSF10	 
Doxo14 vs Cycling0	NFYA	 	transcription regulator	 	 	 	2.88E-02	CBS,COL1A2,GPAM	 
Palbo14 vs Cycling0	IKZF1	 	transcription regulator	 	-1.671	bias	2.89E-02	DEPP1,FN1,GAS6,MAP2,PROS1,SELL,TET1	 
Doxo14 vs Doxo3	SOX1	 	transcription regulator	 	 	 	2.89E-02	EFEMP1,PCDH18	 
Palbo14 vs Cycling0	DDX54	 	transcription regulator	 	 	 	2.90E-02	CCN5	 
Palbo14 vs Cycling0	ALX1	 	transcription regulator	 	 	 	2.90E-02	SNAI1	 
Palbo14 vs Cycling0	TRIP13	 	transcription regulator	 	 	 	2.90E-02	SNAI1	 
Palbo14 vs Cycling0	PURB	 	transcription regulator	 	 	 	2.90E-02	HTRA1	 
Palbo14 vs Palbo3	FOSL2	 	transcription regulator	 	 	 	2.90E-02	FN1,LUM	 
Palbo28 vs Palbo3	PRDM1	 	transcription regulator	 	1.000	 	2.91E-02	CA9,CFH,SPRY1,TNFSF10	 
Doxo3 vs Cycling0	NEUROD4	 	transcription regulator	 	 	 	2.91E-02	DLL1	 
Doxo3 vs Cycling0	TDP2	 	transcription regulator	 	 	 	2.91E-02	KCND2	 
Doxo3 vs Cycling0	TBX6	 	transcription regulator	 	 	 	2.91E-02	DLL1	 
Doxo3 vs Cycling0	ARID5B	-1.108	transcription regulator	 	 	 	2.91E-02	TAGLN	 
Doxo3 vs Cycling0	MED20	 	transcription regulator	 	 	 	2.91E-02	SNAI1	 
Palbo14 vs Palbo3	CCAR1	 	transcription regulator	 	 	 	2.91E-02	RGS2	 
Palbo14 vs Palbo3	ZNF100	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	ZNF85	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	ZNF254	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	IRX2	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	ANKIB1	 	transcription regulator	 	 	 	2.91E-02	CCL5	 
Palbo14 vs Palbo3	CC2D1A	 	transcription regulator	 	 	 	2.91E-02	CCL5	 
Palbo14 vs Palbo3	ZNF431	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	ZBTB46	 	transcription regulator	 	 	 	2.91E-02	PTGS2	 
Palbo14 vs Palbo3	MAEL	 	transcription regulator	 	 	 	2.91E-02	PTGS2	 
Palbo14 vs Palbo3	MYCBP	 	transcription regulator	 	 	 	2.91E-02	LDHA	 
Palbo14 vs Palbo3	TSC22D1	 	transcription regulator	 	 	 	2.91E-02	FN1	 
Palbo14 vs Palbo3	ZNF429	 	transcription regulator	 	 	 	2.91E-02	TGFB3	 
Palbo14 vs Palbo3	ZFP36L1	 	transcription regulator	 	 	 	2.91E-02	COL6A1	 
Palbo14 vs Palbo3	SHOX2	 	transcription regulator	 	 	 	2.91E-02	HTRA1	 
Palbo14 vs Palbo3	BTG1	 	transcription regulator	 	 	 	2.91E-02	PTGS2	 
Palbo28 vs Palbo3	HAND2	 	transcription regulator	 	 	 	2.92E-02	COL1A1,ECM2	 
Palbo3 vs Cycling0	FOXC2	 	transcription regulator	 	 	 	2.92E-02	COL1A1,PDGFRB,PTGS2	 
Doxo3 vs Cycling0	QKI	 	transcription regulator	 	 	 	2.92E-02	TAGLN,TNC,TNFSF10	 
Palbo28 vs Cycling0	HNF4A	 	transcription regulator	 	-1.555	 	2.93E-02	ABCA6,ANG,C4A,CBS,CHI3L1,CNTN1,DEPP1,FHL1,FUT11,GPC6,GPR37,IFITM2,MAPK8IP2,PDK1,PTPRN,RNASE4,SERPINE1,SLC17A5,TCIM,TIMP3,TNC,TNFRSF11B,VTN	 
Doxo14 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	2.93E-02	ACTG2,THBS1	 
Doxo14 vs Cycling0	ATOH1	 	transcription regulator	 	 	 	2.93E-02	DLL1,GAS1	 
Doxo21 vs Doxo3	NUPR1	 	transcription regulator	 	0.816	 	2.95E-02	COL3A1,PODNL1,RAB17,RIMKLA,SERPINE1,SYTL2	 
Doxo21 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	2.96E-02	MMP11,PDGFRB,RGS2,SERPINE2,TAGLN,TNFSF10	 
Doxo14 vs Doxo3	SPDEF	 	transcription regulator	 	 	 	2.96E-02	COL1A1,COL5A1	 
Doxo14 vs Doxo3	FLI1	 	transcription regulator	 	 	 	2.96E-02	CCL5,COL1A1	 
Palbo3 vs Cycling0	TRIM28	 	transcription regulator	 	1.000	 	2.97E-02	CCL5,CCN4,SLC44A3,WNT10B	 
Palbo14 vs Palbo3	ZBTB10	 	transcription regulator	 	 	 	2.97E-02	CCL5,PTGS2,STAT5A	 
Doxo21 vs Doxo3	TCF7	 	transcription regulator	 	0.555	 	2.98E-02	BAIAP3,CCL5,ID2,NRN1,SYTL2	 
Palbo14 vs Palbo3	RFX1	 	transcription regulator	 	 	 	2.99E-02	CCL5,CHI3L1	 
Palbo3 vs Cycling0	CBX3	 	transcription regulator	 	 	 	2.99E-02	PRKN,STAT5A	 
Palbo28 vs Palbo3	SOX7	 	transcription regulator	 	 	 	3.00E-02	COL1A1,VCAN	 
Doxo21 vs Doxo3	TP53	 	transcription regulator	 	-0.313	 	3.00E-02	ADAMTSL4,CBS,CCL5,CCN5,COL18A1,COL3A1,DBP,DCN,DDIT4,GAS1,ID2,IGFBP4,PRKN,PTGS2,PTPRN,SERPINE1,SERPINE2,THBS1	 
Palbo14 vs Cycling0	NRIP1	 	transcription regulator	 	 	 	3.00E-02	PPP1R3B,PTGS2,TNFAIP6	 
Doxo14 vs Cycling0	JUNB	 	transcription regulator	 	 	 	3.01E-02	COL1A1,COL1A2,SNAI1,TGFB2	 
Palbo28 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	3.03E-02	PTGS2,SERPINE1	 
Palbo28 vs Cycling0	DACH1	 	transcription regulator	 	 	 	3.03E-02	PTGS2,SERPINE1	 
Palbo14 vs Cycling0	NFIX	 	transcription regulator	 	 	 	3.03E-02	CHI3L1,SERPINE1	 
Palbo14 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	3.03E-02	PTGS2,STAT5A	 
Palbo14 vs Cycling0	ZBTB18	 	transcription regulator	 	 	 	3.03E-02	COL5A1,EMILIN1	 
Doxo21 vs Cycling0	OVOL2	 	transcription regulator	 	 	 	3.07E-02	LDHA,RHOJ	 
Doxo21 vs Cycling0	MTA1	 	transcription regulator	 	 	 	3.07E-02	ACTC1,SNAI1	 
Palbo14 vs Palbo3	CDX1	 	transcription regulator	 	 	 	3.07E-02	MUC1,PTGS2	 
Palbo14 vs Palbo3	GABPA	 	transcription regulator	 	 	 	3.07E-02	SOD3,TNC	 
Palbo3 vs Cycling0	NFKB1	 	transcription regulator	 	1.210	bias	3.08E-02	CCL5,CHI3L1,COL1A1,COL1A2,PTGS2,TNFSF10	 
Palbo28 vs Palbo3	HCFC1	 	transcription regulator	 	 	 	3.09E-02	PRKN	 
Palbo28 vs Palbo3	ZNF91	 	transcription regulator	 	 	 	3.09E-02	TGFB3	 
Palbo28 vs Palbo3	ARID3B	 	transcription regulator	 	 	 	3.09E-02	TNFSF10	 
Palbo28 vs Palbo3	SF1	 	transcription regulator	 	 	 	3.09E-02	COL1A1	 
