© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Doxo3	CREB1	 	transcription regulator	 	-0.447	bias	2.36E-02	CTNNA2,CXCL8,FLT1,IL1B,KCTD4,MMP1,NOX5,PTPRR,RP1	 
Palbo14 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	2.37E-02	FLT1,IL13RA2,SLFN5,TNNT2	 
Palbo3 vs Cycling0	MYOCD	 	transcription regulator	 	 	 	2.40E-02	CACNA1D,HCN4,TNNT2	 
Doxo3 vs Cycling0	HES6	 	transcription regulator	 	 	 	2.40E-02	MMP1	 
Doxo3 vs Cycling0	BASP1	 	transcription regulator	 	 	 	2.40E-02	IL1B	 
Doxo3 vs Cycling0	TTF1	 	transcription regulator	 	 	 	2.40E-02	TG	 
Doxo3 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.561	bias	2.41E-02	BMP2,C5AR1,CD36,CP,IL1A,IL1B,JPH2,LIF,MST1R,SERPIND1,SLC3A1,VCAM1	 
Doxo14 vs Doxo3	PPARGC1A	 	transcription regulator	 	-1.069	 	2.43E-02	ACSL5,ACSL6,ANGPTL1,IL1A,IL1B,LIF,UGT1A1	 
Palbo3 vs Cycling0	STAT5A	 	transcription regulator	 	 	 	2.44E-02	ALDH1A1,CEACAM1,CSF3,ESR1,GCNT3,SERPINA3	 
Palbo14 vs Cycling0	HDAC3	 	transcription regulator	 	 	 	2.44E-02	BMP2,CD36,CXCL8,IL1B	 
Doxo3 vs Cycling0	PHB2	 	transcription regulator	 	 	 	2.44E-02	BMP2,IL1B	 
Doxo3 vs Cycling0	ZIC1	 	transcription regulator	 	 	 	2.44E-02	CSF2,IL36B	 
Doxo3 vs Cycling0	KLF9	 	transcription regulator	 	 	 	2.44E-02	BMP2,ESR1	 
Palbo14 vs Palbo3	HNF4G	 	transcription regulator	 	 	 	2.44E-02	LAMC2,SHBG	 
Palbo14 vs Palbo3	MED13	 	transcription regulator	 	 	 	2.44E-02	CD36,LIF	 
Palbo14 vs Cycling0	CEBPA	 	transcription regulator	 	0.113	bias	2.44E-02	CSF3,CXCL8,FLT1,GLRX,IKZF3,KLRC1,OAS2,PTX3,SEMA3E	 
Palbo28 vs Palbo3	ATF6	 	transcription regulator	 	 	 	2.44E-02	CXCL1,CXCL8,MMP1	 
Palbo14 vs Palbo3	IRF4	 	transcription regulator	 	 	 	2.44E-02	CD28,CSF2,IL1B,TNFRSF8	 
Palbo14 vs Cycling0	SMARCA2	 	transcription regulator	 	 	 	2.45E-02	CD36,CP,LAMC2	 
Palbo3 vs Cycling0	EBF3	 	transcription regulator	 	 	 	2.45E-02	CSF2,IL36B	 
Palbo3 vs Cycling0	FOSB	 	transcription regulator	 	 	 	2.45E-02	MMP1,SERPINB2	 
Palbo28 vs Palbo3	NFIL3	 	transcription regulator	 	 	 	2.45E-02	CD36,CXCL8	 
Palbo28 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	2.45E-02	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Palbo3 vs Cycling0	HIF1A	 	transcription regulator	Activated	2.754	bias	2.46E-02	ABCC8,BMP2,CCR7,CSF2,FLT1,H2AC6,IL1B,MMP1,MST1R	 
Doxo14 vs Cycling0	RB1	 	transcription regulator	 	1.342	 	2.47E-02	CALCRL,CPA4,CSF2,CSF3,CXCL8,FLT1,H4C16,PTX3,TG,TNNT2,TREM1	 
Palbo14 vs Cycling0	NFIX	 	transcription regulator	 	 	 	2.48E-02	CXCL8,SERPINA3	 
Doxo21 vs Doxo3	ZIC3	 	transcription regulator	 	 	 	2.49E-02	CSF2,IL36B	 
Palbo28 vs Cycling0	MGA	 	transcription regulator	 	 	 	2.50E-02	ALDH1A3,CP,KBTBD11	 
Palbo28 vs Cycling0	IRF6	 	transcription regulator	 	 	 	2.50E-02	CXCL8,IL1B,TLR4	 
Palbo28 vs Cycling0	ID3	 	transcription regulator	 	1.980	 	2.51E-02	CCR7,CXCL1,CXCL8,IKZF3,STAT4,VCAM1	 
Doxo14 vs Doxo3	CYLD	 	transcription regulator	 	 	 	2.52E-02	CXCL8,IL1B	 
Palbo14 vs Palbo3	AIRE	 	transcription regulator	 	 	 	2.52E-02	BMP2,TNFAIP3,VCAM1	 
Doxo14 vs Cycling0	STAT5A	 	transcription regulator	 	 	 	2.52E-02	ALDH1A1,CD36,CEACAM1,CPA4,CSF3,ESR1,SERPINA3,SLCO2B1	 
Doxo14 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	2.52E-02	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Doxo21 vs Cycling0	TP73	 	transcription regulator	Activated	2.035	bias	2.52E-02	ADA,ARVCF,CCR7,CXCL1,DHRS3,FLT1,IL1B,JCAD,RNF144B,SERPINA1,SERPINA3	 
Palbo28 vs Palbo3	CREBBP	 	transcription regulator	 	 	 	2.53E-02	CXCL8,GRIN2A,KMO,SERPINA3,STAT4,TNFAIP3,VCAM1	 
Doxo3 vs Cycling0	IRF2	 	transcription regulator	 	-0.235	bias	2.53E-02	CEACAM1,IL1B,TLR4,VCAM1	 
Doxo3 vs Cycling0	ETS2	 	transcription regulator	 	 	 	2.54E-02	CSF3,FLT1,MMP1	 
Doxo14 vs Cycling0	MGA	 	transcription regulator	 	 	 	2.54E-02	ALDH1A3,CP,KBTBD11	 
Doxo14 vs Cycling0	IRF6	 	transcription regulator	 	 	 	2.54E-02	CXCL8,IL1B,TLR4	 
Palbo14 vs Palbo3	TAF9	 	transcription regulator	 	 	 	2.54E-02	CXCL8	 
Doxo21 vs Cycling0	NEUROD1	 	transcription regulator	 	 	 	2.55E-02	ABCC8,SAG,ST18	 
Palbo28 vs Palbo3	EBF3	 	transcription regulator	 	 	 	2.58E-02	CSF2,IL36B	 
Palbo28 vs Palbo3	PSMD10	 	transcription regulator	 	 	 	2.58E-02	CXCL1,CXCL8	 
Palbo28 vs Palbo3	PHB1	 	transcription regulator	 	 	 	2.58E-02	CXCL8,IL1B	 
Palbo28 vs Palbo3	FOSB	 	transcription regulator	 	 	 	2.58E-02	MMP1,SERPINB2	 
Doxo3 vs Cycling0	EGR1	 	transcription regulator	 	1.969	bias	2.58E-02	FLT1,IL1B,NEFL,TLR4,VCAM1	 
Doxo14 vs Cycling0	ID3	 	transcription regulator	 	1.980	 	2.59E-02	CCR7,CXCL1,CXCL8,IKZF3,STAT4,VCAM1	 
Doxo3 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	2.59E-02	CCR7,IL1B,PAPPA,SVEP1	 
Doxo3 vs Cycling0	FOSL1	 	transcription regulator	 	1.176	 	2.59E-02	CSF3,IL1B,MMP1,PLXNB3	 
Palbo14 vs Palbo3	NFATC2	 	transcription regulator	 	 	 	2.59E-02	CSF2,IL1A,IL1B,NOX4	 
Palbo3 vs Cycling0	FEZF1	 	transcription regulator	 	 	 	2.60E-02	MMP1	 
Palbo3 vs Cycling0	BATF3	 	transcription regulator	 	 	 	2.60E-02	MMP1	 
Palbo14 vs Cycling0	ZNF300	 	transcription regulator	 	 	 	2.60E-02	CXCL8	 
Palbo14 vs Cycling0	ZSCAN20	 	transcription regulator	 	 	 	2.60E-02	CXCL8	 
Palbo14 vs Cycling0	HES6	 	transcription regulator	 	 	 	2.60E-02	MMP1	 
Palbo14 vs Cycling0	BASP1	 	transcription regulator	 	 	 	2.60E-02	IL1B	 
Palbo14 vs Cycling0	TTF1	 	transcription regulator	 	 	 	2.60E-02	TG	 
Doxo14 vs Doxo3	ARID1A	 	transcription regulator	 	-1.011	 	2.62E-02	CD28,CXCL1,CXCL8,IL1A,IL1B,LAMC2,TNNT2	 
Doxo14 vs Doxo3	MAZ	 	transcription regulator	 	 	 	2.62E-02	CSF2,MMP1	 
Doxo14 vs Doxo3	MEOX2	 	transcription regulator	 	 	 	2.62E-02	CXCL1,CXCL8	 
Palbo28 vs Palbo3	NOTCH3	 	transcription regulator	 	-0.152	 	2.62E-02	CD36,PTX3,SULF1,TNNT2	 
Palbo14 vs Palbo3	TEAD4	 	transcription regulator	 	 	 	2.62E-02	IL13RA2,SULF1,TNNT2	 
Palbo14 vs Palbo3	SMAD1	 	transcription regulator	 	 	 	2.63E-02	PTX3,VCAM1	 
Palbo14 vs Cycling0	BARX2	 	transcription regulator	 	 	 	2.65E-02	ESR1,MMP1	 
Doxo14 vs Cycling0	ESRRA	 	transcription regulator	 	1.000	bias	2.67E-02	ABCC9,ACSL5,CCR7,CD36,CSF3,IKZF3,IL1A,TNNT2,ZPBP2	 
Palbo28 vs Palbo3	FEZF1	 	transcription regulator	 	 	 	2.67E-02	MMP1	 
Palbo28 vs Palbo3	ASCC1	 	transcription regulator	 	 	 	2.67E-02	CXCL8	 
Palbo28 vs Palbo3	HOXC5	 	transcription regulator	 	 	 	2.67E-02	CXCL8	 
Palbo28 vs Palbo3	HMG20B	 	transcription regulator	 	 	 	2.67E-02	SCN1A	 
Palbo28 vs Palbo3	ALX4	 	transcription regulator	 	 	 	2.67E-02	CXCL8	 
Palbo28 vs Palbo3	BATF3	 	transcription regulator	 	 	 	2.67E-02	MMP1	 
Doxo21 vs Doxo3	ATF6	 	transcription regulator	 	 	 	2.69E-02	CXCL1,CXCL8,MMP1	 
Palbo14 vs Cycling0	SMARCA5	 	transcription regulator	 	-1.000	bias	2.69E-02	ATP8B4,H4C9,IKZF3,KBTBD11	 
Palbo28 vs Cycling0	TGFB1I1	 	transcription regulator	 	 	 	2.70E-02	CD36,NOX4	 
Palbo28 vs Cycling0	SIX5	 	transcription regulator	 	 	 	2.70E-02	COL9A2,SLC6A13	 
Doxo14 vs Doxo3	ESRRA	 	transcription regulator	 	 	 	2.71E-02	ABCC9,ACSL5,CSF3,IL1A,KRT34,TNNT2	 
Palbo28 vs Cycling0	IRF1	 	transcription regulator	Activated	2.181	bias	2.72E-02	CEACAM1,CFB,CXCL8,IL1B,OAS2,VCAM1	 
Doxo21 vs Doxo3	PPARGC1A	 	transcription regulator	 	-1.380	bias	2.72E-02	ACSL5,ACSL6,IL1A,IL1B,LIF,SVEP1,UGT1A1,VCAM1	 
Palbo3 vs Cycling0	JUN	 	transcription regulator	 	1.384	bias	2.72E-02	AFP,C5AR1,CSF2,CSF3,IL1B,MMP1,SAA1,SERPINB2	 
Doxo14 vs Doxo3	IKZF1	 	transcription regulator	 	-1.980	bias	2.72E-02	CSF2,CSF3,IL1A,SLAMF7,TNNT2	 
Doxo14 vs Doxo3	CIITA	 	transcription regulator	 	 	 	2.73E-02	HLA-DPA1,HLA-DRB1	 
Palbo14 vs Palbo3	ELF5	 	transcription regulator	 	 	 	2.73E-02	CSF2,ESR1	 
Doxo14 vs Cycling0	TGFB1I1	 	transcription regulator	 	 	 	2.74E-02	CD36,NOX4	 
Doxo14 vs Cycling0	SIX5	 	transcription regulator	 	 	 	2.74E-02	COL9A2,SLC6A13	 
Palbo14 vs Palbo3	IRF1	 	transcription regulator	 	 	 	2.75E-02	CFB,CXCL8,IL1B,VCAM1	 
Doxo3 vs Cycling0	CTBP2	 	transcription regulator	 	 	 	2.75E-02	NEFL,SPRY4	 
Palbo14 vs Cycling0	ESRRA	 	transcription regulator	 	 	 	2.75E-02	ACSL5,CCR7,CD36,CSF3,IKZF3,IL1A,TNNT2,ZPBP2	 
Doxo3 vs Cycling0	SOX2	 	transcription regulator	 	1.224	bias	2.76E-02	ADAMTS4,ALDH1A1,FLT1,LRRC4,PCDH15,PLXNB3,SPRY4,STRA6,TMEM100	 
Doxo14 vs Doxo3	TAF9	 	transcription regulator	 	 	 	2.76E-02	CXCL8	 
Doxo21 vs Doxo3	EBF3	 	transcription regulator	 	 	 	2.77E-02	CSF2,IL36B	 
Doxo21 vs Doxo3	PSMD10	 	transcription regulator	 	 	 	2.77E-02	CXCL1,CXCL8	 
Doxo21 vs Doxo3	PHB1	 	transcription regulator	 	 	 	2.77E-02	CXCL8,IL1B	 
Doxo21 vs Doxo3	FOSB	 	transcription regulator	 	 	 	2.77E-02	MMP1,SERPINB2	 
Doxo21 vs Doxo3	FEZF1	 	transcription regulator	 	 	 	2.77E-02	MMP1	 
Doxo21 vs Doxo3	ASCC1	 	transcription regulator	 	 	 	2.77E-02	CXCL8	 
Doxo21 vs Doxo3	HOXC5	 	transcription regulator	 	 	 	2.77E-02	CXCL8	 
Doxo21 vs Doxo3	HMG20B	 	transcription regulator	 	 	 	2.77E-02	SCN1A	 
Doxo21 vs Doxo3	ALX4	 	transcription regulator	 	 	 	2.77E-02	CXCL8	 
Doxo21 vs Doxo3	BATF3	 	transcription regulator	 	 	 	2.77E-02	MMP1	 
Palbo28 vs Palbo3	PML	 	transcription regulator	 	0.581	 	2.78E-02	CXCL1,IL1A,IL1B,TNFAIP3	 
Doxo21 vs Cycling0	IRF6	 	transcription regulator	 	 	 	2.78E-02	CXCL8,IL1B,TLR4	 
Doxo14 vs Cycling0	TBX3	 	transcription regulator	 	1.633	bias	2.80E-02	ABCC8,ADAMTS14,CD36,DAAM2,IL4I1,PTGER3	 
Doxo14 vs Cycling0	IRF1	 	transcription regulator	Activated	2.181	bias	2.80E-02	CEACAM1,CFB,CXCL8,IL1B,OAS2,VCAM1	 
Palbo3 vs Cycling0	SMAD4	 	transcription regulator	 	-0.662	 	2.81E-02	AFP,BMP2,CSF3,FLT1,IL1B,MMP1,MST1R	 
Palbo28 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	2.82E-02	ALDH1A1,CALCRL,CD36,GLRX,TCN1	 
Palbo14 vs Cycling0	PHB2	 	transcription regulator	 	 	 	2.82E-02	BMP2,IL1B	 
Palbo14 vs Cycling0	ZIC1	 	transcription regulator	 	 	 	2.82E-02	CSF2,IL36B	 
Palbo14 vs Cycling0	KLF9	 	transcription regulator	 	 	 	2.82E-02	BMP2,ESR1	 
Palbo28 vs Cycling0	SIX2	 	transcription regulator	 	 	 	2.83E-02	ALDH2,CACNA1D,IL1A	 
Palbo28 vs Cycling0	RFX1	 	transcription regulator	 	 	 	2.83E-02	CXCL8,IL1A,IL1B	 
Palbo14 vs Palbo3	ZBTB16	 	transcription regulator	 	-1.067	 	2.83E-02	BMP2,CSF2,HOXC8,IL1A	 
Palbo3 vs Cycling0	HHEX	 	transcription regulator	 	 	 	2.83E-02	CSF2,FLT1	 
Palbo14 vs Palbo3	TEAD2	 	transcription regulator	 	 	 	2.84E-02	SULF1,TNNT2	 
Palbo3 vs Cycling0	NFKB2	 	transcription regulator	 	1.000	bias	2.84E-02	ALDH1A2,BMP2,CCR7,IL1B	 
Doxo14 vs Doxo3	HNF4G	 	transcription regulator	 	 	 	2.84E-02	AKR1C4,LAMC2	 
Doxo21 vs Doxo3	MYOCD	 	transcription regulator	 	 	 	2.85E-02	CACNA1D,HCN4,TNNT2	 
Palbo3 vs Cycling0	SMAD3	 	transcription regulator	 	-0.873	bias	2.86E-02	BMP2,CSF2,ESR1,IL1B,MMP1,PCSK5	 
Doxo21 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	2.87E-02	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Doxo14 vs Cycling0	RFX1	 	transcription regulator	 	 	 	2.88E-02	CXCL8,IL1A,IL1B	 
Doxo14 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	2.89E-02	ALDH1A1,CALCRL,CD36,GLRX,TCN1	 
Palbo14 vs Palbo3	SMARCA5	 	transcription regulator	 	 	 	2.90E-02	ATP8B4,H4C9,KBTBD11	 
Doxo21 vs Doxo3	FOXF1	 	transcription regulator	 	 	 	2.91E-02	FLT1,VCAM1	 
Palbo28 vs Cycling0	ZNF710	 	transcription regulator	 	 	 	2.91E-02	CXCL8,IL1B	 
Palbo28 vs Cycling0	DEK	 	transcription regulator	 	 	 	2.91E-02	CXCL8,IL1B	 
Doxo3 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	2.91E-02	BMP2,MMP1	 
Doxo21 vs Cycling0	TGFB1I1	 	transcription regulator	 	 	 	2.92E-02	CD36,NOX4	 
Doxo21 vs Cycling0	SIX5	 	transcription regulator	 	 	 	2.92E-02	COL9A2,SLC6A13	 
Palbo28 vs Cycling0	NEUROG1	 	transcription regulator	 	 	 	2.94E-02	CXCL1,PAPPA,SULF1	 
Palbo14 vs Palbo3	DAXX	 	transcription regulator	 	 	 	2.94E-02	IL1B,MMP1	 
Palbo3 vs Cycling0	SALL4	 	transcription regulator	 	0.000	 	2.94E-02	FLT1,IL1B,MMP1,PLA2G4C	 
Palbo28 vs Cycling0	SMAD3	 	transcription regulator	 	-0.726	bias	2.94E-02	BMP2,CSF2,ESR1,IL1B,MMP1,NOX4,PCSK5,PTX3	 
Doxo14 vs Cycling0	ZNF710	 	transcription regulator	 	 	 	2.95E-02	CXCL8,IL1B	 
Doxo14 vs Cycling0	DEK	 	transcription regulator	 	 	 	2.95E-02	CXCL8,IL1B	 
Palbo3 vs Cycling0	C1QBP	 	transcription regulator	 	 	 	2.96E-02	IL1B,NMNAT3	 
Palbo3 vs Cycling0	BATF	 	transcription regulator	 	 	 	2.96E-02	CCR7,TNFRSF8	 
Palbo14 vs Cycling0	ZEB1	 	transcription regulator	 	1.902	 	2.97E-02	ALDH1A1,IL1B,LAMC2,MMP1	 
Palbo14 vs Cycling0	DDIT3	 	transcription regulator	 	1.980	 	2.97E-02	CXCL8,IL1B,IRAK2,SERPINA1	 
Palbo14 vs Palbo3	FOXO1	 	transcription regulator	Activated	2.410	bias	2.99E-02	CD36,CXCL8,IL1B,MMP1,SERPINB2,VCAM1	 
Doxo14 vs Cycling0	NEUROG1	 	transcription regulator	 	 	 	2.99E-02	CXCL1,PAPPA,SULF1	 
Doxo21 vs Doxo3	TAF4	 	transcription regulator	 	 	 	3.00E-02	EHF,KRT34,VAV3	 
Doxo21 vs Cycling0	ID3	 	transcription regulator	 	1.980	 	3.01E-02	CCR7,CXCL1,CXCL8,IKZF3,STAT4,VCAM1	 
Doxo21 vs Doxo3	CREBBP	 	transcription regulator	 	 	 	3.03E-02	CXCL8,GRIN2A,KMO,NEBL,SERPINA3,STAT4,VCAM1	 
Doxo21 vs Doxo3	TP73	 	transcription regulator	 	1.340	bias	3.03E-02	ADA,ARVCF,CXCL1,FLT1,IL1B,RNF144B,SERPINA1,SERPINA3	 
Palbo28 vs Cycling0	ATF4	 	transcription regulator	Activated	2.164	bias	3.04E-02	ABCG8,CXCL1,CXCL8,NOX4,PTX3,TNIP1	 
Palbo28 vs Cycling0	TAL1	 	transcription regulator	 	 	 	3.04E-02	ARVCF,IKZF3,NEFL,RAB33A,SERPINB2,TNFAIP3	 
Palbo14 vs Palbo3	CERS5	 	transcription regulator	 	 	 	3.04E-02	IL1B	 
Palbo14 vs Palbo3	ASH2L	 	transcription regulator	 	 	 	3.04E-02	ESR1	 
Palbo14 vs Palbo3	TEAD3	 	transcription regulator	 	 	 	3.05E-02	SULF1,TNNT2	 
Palbo28 vs Cycling0	ZNF300	 	transcription regulator	 	 	 	3.05E-02	CXCL8	 
Palbo28 vs Cycling0	ZSCAN20	 	transcription regulator	 	 	 	3.05E-02	CXCL8	 
Palbo28 vs Cycling0	BMAL2	 	transcription regulator	 	 	 	3.05E-02	THBD	 
Palbo28 vs Cycling0	HES6	 	transcription regulator	 	 	 	3.05E-02	MMP1	 
Palbo28 vs Cycling0	BASP1	 	transcription regulator	 	 	 	3.05E-02	IL1B	 
Palbo28 vs Cycling0	TTF1	 	transcription regulator	 	 	 	3.05E-02	TG	 
Doxo14 vs Cycling0	SMAD3	 	transcription regulator	 	-0.726	bias	3.05E-02	BMP2,CSF2,ESR1,IL1B,MMP1,NOX4,PCSK5,PTX3	 
Doxo14 vs Cycling0	ZNF300	 	transcription regulator	 	 	 	3.07E-02	CXCL8	 
Doxo14 vs Cycling0	ZSCAN20	 	transcription regulator	 	 	 	3.07E-02	CXCL8	 
Doxo14 vs Cycling0	BMAL2	 	transcription regulator	 	 	 	3.07E-02	THBD	 
Doxo14 vs Cycling0	HES6	 	transcription regulator	 	 	 	3.07E-02	MMP1	 
Doxo14 vs Cycling0	BASP1	 	transcription regulator	 	 	 	3.07E-02	IL1B	 
Doxo14 vs Cycling0	TTF1	 	transcription regulator	 	 	 	3.07E-02	TG	 
Doxo3 vs Cycling0	JUND	 	transcription regulator	 	 	 	3.07E-02	C5AR1,MMP1,NOX4	 
Palbo28 vs Cycling0	PML	 	transcription regulator	 	0.966	 	3.08E-02	CXCL1,IL1A,IL1B,OAS2,TNFAIP3	 
Palbo14 vs Palbo3	CEBPD	 	transcription regulator	 	 	 	3.08E-02	CXCL1,CXCL8,IL1B	 
Doxo21 vs Cycling0	RB1	 	transcription regulator	 	1.342	 	3.08E-02	CALCRL,CPA4,CSF2,CSF3,CXCL8,FLT1,H4C16,PTX3,TG,TNNT2,TREM1	 
Doxo14 vs Doxo3	MECP2	 	transcription regulator	 	 	 	3.09E-02	GABRB3,GRIN2A,KCNJ6,PCDH15	 
Palbo3 vs Cycling0	ELF3	 	transcription regulator	 	 	 	3.10E-02	CSF2,EHF	 
Palbo28 vs Palbo3	HNF1B	 	transcription regulator	 	 	 	3.10E-02	AFP,CXCL1,PDZK1IP1,SULF1	 
Palbo28 vs Palbo3	TCOF1	 	transcription regulator	 	 	 	3.10E-02	ALDH1A1,SERPINA1,TMEM100	 
Palbo14 vs Cycling0	ETS2	 	transcription regulator	 	 	 	3.12E-02	CSF3,FLT1,MMP1	 
Palbo28 vs Palbo3	IRF2BP1	 	transcription regulator	 	 	 	3.12E-02	CXCL8,TNFAIP3	 
Palbo28 vs Palbo3	C1QBP	 	transcription regulator	 	 	 	3.12E-02	CXCL8,IL1B	 
Palbo28 vs Palbo3	ZBTB48	 	transcription regulator	 	 	 	3.12E-02	HLA-DPA1,TMEM100	 
Palbo28 vs Palbo3	TFAP2B	 	transcription regulator	 	 	 	3.12E-02	CSF2,CXCL8	 
Palbo28 vs Cycling0	MEIS2	 	transcription regulator	 	 	 	3.12E-02	ALDH1A2,BMP2	 
Palbo28 vs Cycling0	ERF	 	transcription regulator	 	 	 	3.12E-02	CSF2,CXCL8	 
Palbo28 vs Cycling0	RBM39	 	transcription regulator	 	 	 	3.12E-02	ALDH1A1,ALDH1A3	 
Doxo21 vs Doxo3	PML	 	transcription regulator	 	1.941	 	3.13E-02	CXCL1,IL1A,IL1B,OAS2	 
Doxo14 vs Cycling0	ATF4	 	transcription regulator	Activated	2.164	bias	3.13E-02	ABCG8,CXCL1,CXCL8,NOX4,PTX3,TNIP1	 
Doxo14 vs Cycling0	TAL1	 	transcription regulator	 	 	 	3.13E-02	ARVCF,IKZF3,NEFL,RAB33A,SERPINB2,TNFAIP3	 
Palbo14 vs Palbo3	DDIT3	 	transcription regulator	 	 	 	3.14E-02	CXCL8,IL1B,SERPINA1	 
Doxo21 vs Cycling0	ZNF710	 	transcription regulator	 	 	 	3.15E-02	CXCL8,IL1B	 
Doxo21 vs Cycling0	DEK	 	transcription regulator	 	 	 	3.15E-02	CXCL8,IL1B	 
Doxo21 vs Cycling0	SIX2	 	transcription regulator	 	 	 	3.15E-02	ALDH2,CACNA1D,IL1A	 
Doxo21 vs Cycling0	RFX1	 	transcription regulator	 	 	 	3.15E-02	CXCL8,IL1A,IL1B	 
Palbo14 vs Palbo3	TSC22D3	 	transcription regulator	 	 	 	3.15E-02	CXCL8,IL1B	 
Doxo14 vs Cycling0	PML	 	transcription regulator	 	0.966	 	3.16E-02	CXCL1,IL1A,IL1B,OAS2,TNFAIP3	 
Doxo14 vs Cycling0	MEIS2	 	transcription regulator	 	 	 	3.16E-02	ALDH1A2,BMP2	 
Doxo14 vs Cycling0	ERF	 	transcription regulator	 	 	 	3.16E-02	CSF2,CXCL8	 
Doxo14 vs Cycling0	RBM39	 	transcription regulator	 	 	 	3.16E-02	ALDH1A1,ALDH1A3	 
Doxo3 vs Cycling0	BCL3	 	transcription regulator	 	 	 	3.17E-02	IL1A,IL1B,TNFAIP3	 
Palbo28 vs Palbo3	ATF2	 	transcription regulator	 	 	 	3.18E-02	CXCL8,MMP1,VCAM1	 
Doxo21 vs Cycling0	ZNF300	 	transcription regulator	 	 	 	3.18E-02	CXCL8	 
Doxo21 vs Cycling0	ZSCAN20	 	transcription regulator	 	 	 	3.18E-02	CXCL8	 
Doxo21 vs Cycling0	BMAL2	 	transcription regulator	 	 	 	3.18E-02	THBD	 
Doxo21 vs Cycling0	HES6	 	transcription regulator	 	 	 	3.18E-02	MMP1	 
Doxo21 vs Cycling0	BASP1	 	transcription regulator	 	 	 	3.18E-02	IL1B	 
Doxo21 vs Cycling0	TTF1	 	transcription regulator	 	 	 	3.18E-02	TG	 
Palbo14 vs Cycling0	CRX	 	transcription regulator	 	 	 	3.18E-02	RP1,SAG	 
Palbo3 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.108	bias	3.19E-02	ACSL5,BMP2,C5AR1,CP,IL1B,JPH2,MST1R,SERPINB2,SLC3A1,UGT1A1	 
Doxo3 vs Cycling0	IRF3	 	transcription regulator	 	0.747	bias	3.19E-02	IL1A,IL1B,TLR4,TNFAIP3,VCAM1	 
Doxo3 vs Cycling0	NFATC2	 	transcription regulator	 	0.415	bias	3.19E-02	CCR7,CSF2,IL1A,IL1B,NOX4	 
Doxo3 vs Cycling0	FEZF1	 	transcription regulator	 	 	 	3.19E-02	MMP1	 
Doxo3 vs Cycling0	HMG20B	 	transcription regulator	 	 	 	3.19E-02	SCN1A	 
Doxo3 vs Cycling0	BATF3	 	transcription regulator	 	 	 	3.19E-02	MMP1	 
Doxo21 vs Doxo3	HHEX	 	transcription regulator	 	 	 	3.20E-02	CSF2,FLT1	 
Palbo28 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	3.21E-02	CCR7,CXCL8,DHRS3,GRIN2A,NEBL,SERPINA3,STAT4,TNFAIP3,VCAM1	 
Palbo28 vs Palbo3	SMAD3	 	transcription regulator	 	-0.270	bias	3.21E-02	BMP2,CSF2,IL1B,MMP1,NOX4,PTX3	 
Doxo14 vs Doxo3	TEAD4	 	transcription regulator	 	 	 	3.25E-02	IL13RA2,SULF1,TNNT2	 
Doxo21 vs Cycling0	IRF1	 	transcription regulator	Activated	2.181	bias	3.25E-02	CEACAM1,CFB,CXCL8,IL1B,OAS2,VCAM1	 
Doxo3 vs Cycling0	ZIC3	 	transcription regulator	 	 	 	3.25E-02	CSF2,IL36B	 
Palbo14 vs Cycling0	IRF2	 	transcription regulator	 	0.862	bias	3.26E-02	CEACAM1,CFB,IL1B,VCAM1	 
Palbo28 vs Palbo3	ELF3	 	transcription regulator	 	 	 	3.26E-02	CSF2,EHF	 
Palbo28 vs Palbo3	DACH1	 	transcription regulator	 	 	 	3.26E-02	CXCL8,TNFAIP3	 
Doxo21 vs Cycling0	NEUROG1	 	transcription regulator	 	 	 	3.28E-02	CXCL1,PAPPA,SULF1	 
Palbo28 vs Cycling0	EBF1	 	transcription regulator	 	 	 	3.28E-02	CD28,CSF2,ESR1,IL36B,TLR4	 
Palbo14 vs Cycling0	VHL	 	transcription regulator	 	 	 	3.29E-02	ALDH1A1,C5AR1,IL1B,NOX4,VCAM1	 
Palbo28 vs Palbo3	KLF4	 	transcription regulator	 	-0.351	bias	3.29E-02	ALDH1A1,CXCL8,RPTN,SERPINB2,THBD,VCAM1	 
Doxo21 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	3.29E-02	ALDH1A1,CALCRL,CD36,GLRX,TCN1	 
Doxo21 vs Doxo3	BHLHE40	 	transcription regulator	Activated	2.377	bias	3.30E-02	CFB,CP,CSF2,CSF3,LIF,SLAMF7	 
