© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo14 vs Cycling0	MEF2C	 	transcription regulator	 	-0.447	 	1.16E-02	ATP2A1,BACH2,CACNA1C,CDKN1A,TTN	 
Palbo3 vs Cycling0	DLX1	 	transcription regulator	 	 	 	1.16E-02	AREG,CADM1,FZD8	 
Palbo3 vs Cycling0	MBD2	 	transcription regulator	 	 	 	1.16E-02	CEL,PRLR,S100A5	 
Palbo28 vs Cycling0	PKNOX2	 	transcription regulator	 	 	 	1.16E-02	BTG2,CDKN1A	 
Doxo14 vs Cycling0	MDM4	 	transcription regulator	 	 	 	1.17E-02	CDKN1A,FAT3,PTCHD4	 
Doxo3 vs Cycling0	ZBTB7C	 	transcription regulator	 	 	 	1.17E-02	CDKN1A	 
Doxo3 vs Cycling0	ZBTB8A	 	transcription regulator	 	 	 	1.17E-02	CDKN1A	 
Doxo3 vs Cycling0	ZBTB5	 	transcription regulator	 	 	 	1.17E-02	CDKN1A	 
Doxo3 vs Cycling0	ING3	 	transcription regulator	 	 	 	1.17E-02	CDKN1A	 
Doxo3 vs Cycling0	JADE1	 	transcription regulator	 	 	 	1.17E-02	CDKN1A	 
Palbo28 vs Palbo3	TCF3	 	transcription regulator	 	-1.641	 	1.18E-02	ADIPOQ,AREG,BACH2,CDKN1A,CYP11A1,PLAC8,PTPRU,TOX	 
Doxo21 vs Cycling0	HDAC8	 	transcription regulator	 	 	 	1.18E-02	CDKN1A,PMAIP1	 
Doxo21 vs Doxo3	TLE4	 	transcription regulator	 	 	 	1.20E-02	PRDM1	 
Palbo14 vs Palbo3	RELA	 	transcription regulator	 	-1.747	 	1.20E-02	BACH2,BEX2,CDKN1A,CYP3A4,EOMES,GCH1,GDF15,RAB3IL1,TFPI2	 
Doxo21 vs Doxo3	BHLHE40	 	transcription regulator	 	-1.387	bias	1.22E-02	CYBB,EOMES,GCH1,INHBA,UPP1	 
Palbo14 vs Palbo3	NRIP1	 	transcription regulator	 	 	 	1.23E-02	AREG,CDKN1A,SLC36A2	 
Doxo14 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	1.23E-02	CDKN1A,DDIT3,EDA2R,PMAIP1	 
Palbo3 vs Cycling0	SIX5	 	transcription regulator	 	 	 	1.24E-02	FZD8,ST14	 
Doxo21 vs Doxo3	PCGF2	 	transcription regulator	 	 	 	1.24E-02	JAG1,TMEFF2	 
Palbo28 vs Palbo3	SMAD3	 	transcription regulator	 	-1.000	 	1.24E-02	AREG,CDKN1A,COL7A1,CYP11A1,PPARGC1A,THBS4,VIP	 
Palbo28 vs Cycling0	HDAC2	 	transcription regulator	 	 	 	1.26E-02	CAVIN2,CDKN1A,CYBB,FDXR,TDRKH	 
Palbo3 vs Cycling0	FOXA2	 	transcription regulator	 	 	 	1.26E-02	ADCY5,APOBR,COL17A1,CYP3A4,ERBB4,HHIP,SMOC1,SPINK1	 
Palbo3 vs Cycling0	WWTR1	 	transcription regulator	 	 	 	1.26E-02	ATF3,DRAXIN,EOMES,GDF15,SLC8A1-AS1	 
Palbo14 vs Cycling0	SIX2	 	transcription regulator	 	 	 	1.26E-02	CACNA1C,CDKN1A,GCK	 
Palbo28 vs Palbo3	STAT6	 	transcription regulator	 	-0.800	 	1.27E-02	AREG,CDKN1A,CEL,CYBB,GNA15,HCK,LY75,PPARGC1A,TRPV2	 
Palbo28 vs Cycling0	NCOR2	 	transcription regulator	 	 	 	1.27E-02	ADIPOQ,CDKN1A,CYP3A4,SEMA4D	 
Palbo28 vs Palbo3	NRIP1	 	transcription regulator	 	 	 	1.28E-02	AREG,CDKN1A,SLC36A2	 
Palbo14 vs Palbo3	GATA2	 	transcription regulator	 	1.664	 	1.29E-02	CDKN1A,CEL,CYP11A1,EDNRA,ITGAM,MYO18B,PLB1,S100A5	 
Palbo3 vs Cycling0	IRF2BP2	 	transcription regulator	 	-1.000	 	1.29E-02	DNASE1L3,GABRG3,LY6D,STAP1	 
Palbo3 vs Cycling0	DDIT3	0.548	transcription regulator	 	-1.091	 	1.29E-02	ATF3,ITGAM,KLHDC7B,PPARGC1A	 
Palbo14 vs Cycling0	NKX2-2	 	transcription regulator	 	 	 	1.30E-02	GCK,PPY	 
Palbo14 vs Palbo3	PAX3	 	transcription regulator	 	 	 	1.30E-02	CDH3,CDKN1A,PGF,SFN,TFPI2	 
Doxo21 vs Cycling0	TWIST2	 	transcription regulator	 	 	 	1.30E-02	CDKN1A,DDIT3,PPARGC1A	 
Palbo28 vs Cycling0	POU4F1	 	transcription regulator	 	0.029	 	1.31E-02	CDKN1A,DRGX,PMAIP1,SCN7A	 
Palbo28 vs Cycling0	RUNX1	 	transcription regulator	 	0.530	 	1.31E-02	ATF3,ATP8A2,BTG2,CDKN1A,CYP11A1,ITGA9,PMAIP1	 
Palbo28 vs Cycling0	STAT3	 	transcription regulator	 	-0.466	 	1.31E-02	ADIPOQ,BACH2,BTLA,CDKN1A,DRAXIN,EOMES,HERC5,IFI30,ITGAM,PMAIP1,RNASE7,RNLS,TIGIT,VIP	 
Doxo21 vs Cycling0	RELB	 	transcription regulator	 	0.447	bias	1.31E-02	APOBEC3H,CDKN1A,FYB1,PPL,TTN	 
Doxo21 vs Cycling0	PURA	 	transcription regulator	 	 	 	1.32E-02	CDKN1A,ITGAM	 
Palbo28 vs Palbo3	SMARCA5	 	transcription regulator	 	1.000	 	1.32E-02	CDKN1A,PLAC8,SMOC1,VWCE	 
Palbo3 vs Cycling0	ZNF148	 	transcription regulator	 	 	 	1.33E-02	ITGAM,RNLS	 
Doxo21 vs Doxo3	NFATC1	 	transcription regulator	 	 	 	1.35E-02	ATP6V0D2,CYBB,PRDM1	 
Doxo3 vs Cycling0	NOTCH3	 	transcription regulator	 	1.671	bias	1.36E-02	CACNA1C,CCN3,CDKN1A,COL5A3,ITGA9,PRAG1	 
Doxo14 vs Doxo3	RBPJ	 	transcription regulator	 	-1.067	 	1.36E-02	HGF,JAG1,PLAC8,PRDM1	 
Palbo14 vs Cycling0	RNF2	 	transcription regulator	 	 	 	1.37E-02	CDKN1A,GDF15,TMEFF2	 
Palbo14 vs Palbo3	WWTR1	 	transcription regulator	 	0.762	 	1.38E-02	ATF3,CDKN1A,CYP11A1,EOMES,GDF15	 
Doxo14 vs Doxo3	NKAP	 	transcription regulator	 	 	 	1.38E-02	ST8SIA6	 
Doxo21 vs Doxo3	LHX1	 	transcription regulator	 	 	 	1.38E-02	C7orf57,FZD8,JAG1	 
Palbo14 vs Palbo3	CXXC1	 	transcription regulator	 	 	 	1.38E-02	CDKN1A	 
Palbo14 vs Palbo3	ZBTB49	 	transcription regulator	 	 	 	1.38E-02	CDKN1A	 
Palbo14 vs Palbo3	SALL2	 	transcription regulator	 	 	 	1.38E-02	CDKN1A	 
Palbo14 vs Palbo3	CGGBP1	 	transcription regulator	 	 	 	1.38E-02	CDKN1A	 
Doxo3 vs Cycling0	PIAS1	 	transcription regulator	 	1.715	bias	1.39E-02	CDKN1A,CYP11A1,SNAP91,SV2B	 
Palbo14 vs Palbo3	DDIT3	-0.028	transcription regulator	 	1.091	 	1.39E-02	ATF3,ITGAM,KLHDC7B,PPARGC1A	 
Doxo14 vs Cycling0	CEBPA	 	transcription regulator	 	1.911	bias	1.39E-02	ADIPOQ,BTG2,CDKN1A,CYP11A1,CYP3A4,GCH1,HGF,NR1I2,PPARGC1A,PPL,PRDM1	 
Palbo28 vs Cycling0	PTF1A	 	transcription regulator	 	 	 	1.39E-02	CEL,IPCEF1,KLHL14	 
Doxo14 vs Cycling0	SMAD3	 	transcription regulator	Activated	2.789	bias	1.40E-02	AREG,CDKN1A,CYP11A1,DDIT3,INPP5D,PPARGC1A,S1PR4,THBS4,VIP	 
Doxo14 vs Cycling0	HDAC8	 	transcription regulator	 	 	 	1.40E-02	CDKN1A,PMAIP1	 
Palbo28 vs Palbo3	CXXC1	 	transcription regulator	 	 	 	1.40E-02	CDKN1A	 
Palbo28 vs Palbo3	ZBTB49	 	transcription regulator	 	 	 	1.40E-02	CDKN1A	 
Palbo28 vs Palbo3	SALL2	 	transcription regulator	 	 	 	1.40E-02	CDKN1A	 
Palbo28 vs Palbo3	CGGBP1	 	transcription regulator	 	 	 	1.40E-02	CDKN1A	 
Palbo28 vs Palbo3	GATA2	 	transcription regulator	 	-0.277	 	1.40E-02	CCN3,CDKN1A,CEL,COL17A1,CYBB,CYP11A1,MDK,S100A5	 
Palbo28 vs Palbo3	SMAD4	 	transcription regulator	 	-0.491	 	1.40E-02	AREG,BTLA,CDH3,CDKN1A,COL7A1,IL22RA1,KITLG,VIP	 
Palbo28 vs Cycling0	QKI	 	transcription regulator	 	-0.832	 	1.43E-02	CDKN1A,HERC5,ITGAM,THBS4	 
Doxo21 vs Cycling0	TCF7	 	transcription regulator	 	-0.333	 	1.43E-02	CDKN1A,GNAO1,INPP5D,KCNJ3,LY6D,PMAIP1,TIGIT,TOX,VSTM2A	 
Palbo3 vs Cycling0	MED12	 	transcription regulator	 	 	 	1.43E-02	GDF15,KITLG	 
Palbo28 vs Cycling0	MTDH	 	transcription regulator	 	 	 	1.44E-02	CDKN1A,FTCD,LY6D,PIWIL2,UCP2	 
Doxo3 vs Cycling0	PRDM16	 	transcription regulator	 	1.172	 	1.45E-02	CCN3,CDKN1A,HGF,PPARGC1A	 
Doxo3 vs Cycling0	TFAP2C	 	transcription regulator	 	-0.218	 	1.45E-02	CDKN1A,CYP11A1,EOMES,JAG1	 
Doxo21 vs Cycling0	SRF	 	transcription regulator	 	0.168	bias	1.46E-02	ATF3,CDKN1A,CYBB,GCH1,HIF3A,ITGA9,ITGAM,RND3,TTN	 
Doxo21 vs Cycling0	TLX3	 	transcription regulator	 	 	 	1.46E-02	DRGX,VIP	 
Doxo21 vs Cycling0	ZNF277	 	transcription regulator	 	 	 	1.46E-02	CDKN1A,CEL	 
Palbo3 vs Cycling0	MYB	 	transcription regulator	 	 	 	1.47E-02	ATF3,KITLG,MEGF10,PDE2A,SPHK1	 
Palbo14 vs Cycling0	LHX1	 	transcription regulator	 	0.000	bias	1.47E-02	C7orf57,FZD8,SLC12A1,SPINK1	 
Doxo3 vs Cycling0	MDM4	 	transcription regulator	 	 	 	1.47E-02	CDKN1A,FAT3,PTCHD4	 
Doxo21 vs Cycling0	TAF4	 	transcription regulator	 	 	 	1.48E-02	CDH3,DDIT3,PPARGC1A,WNT9A	 
Palbo14 vs Palbo3	ARNT2	 	transcription regulator	 	0.447	 	1.48E-02	CDH3,GRM8,MTCP1,PADI3,SEMA5B	 
Palbo28 vs Palbo3	HIF1A	 	transcription regulator	 	0.997	 	1.49E-02	ADIPOQ,BACH2,CCN3,CDKN1A,ERBB4,FOLH1,KITLG,PGF,PLAC8,TTN	 
Doxo3 vs Cycling0	GATA4	 	transcription regulator	 	0.179	 	1.49E-02	CACNA1C,CYP11A1,INHBA,NOTCH4,PPL,PRDM1,THBS4,TTN	 
Palbo14 vs Palbo3	PHF1	 	transcription regulator	 	 	 	1.49E-02	CDKN1A,SFN	 
Palbo14 vs Palbo3	MED12	 	transcription regulator	 	 	 	1.49E-02	GDF15,KITLG	 
Palbo14 vs Palbo3	ID1	 	transcription regulator	 	1.996	 	1.50E-02	CDKN1A,EOMES,PLAC8,PPARGC1A	 
Palbo14 vs Palbo3	NFIC	 	transcription regulator	 	-1.000	 	1.50E-02	CDKN1A,CEL,CYP11A1,PLAC8	 
Palbo14 vs Cycling0	CXXC1	 	transcription regulator	 	 	 	1.51E-02	CDKN1A	 
Palbo14 vs Cycling0	ZBTB49	 	transcription regulator	 	 	 	1.51E-02	CDKN1A	 
Palbo14 vs Cycling0	SALL2	 	transcription regulator	 	 	 	1.51E-02	CDKN1A	 
Palbo14 vs Cycling0	CGGBP1	 	transcription regulator	 	 	 	1.51E-02	CDKN1A	 
Doxo21 vs Doxo3	CEBPB	 	transcription regulator	Inhibited	-2.600	bias	1.51E-02	CDH3,FZD8,GDF15,INHBA,PPARGC1A,PRDM1,UPP1	 
Palbo28 vs Cycling0	EOMES	-2.990	transcription regulator	 	-1.911	 	1.52E-02	EOMES,FZD8,RND3,SV2B	 
Palbo14 vs Cycling0	SIX5	 	transcription regulator	 	 	 	1.52E-02	FZD8,ST14	 
Palbo28 vs Palbo3	FOXO1	 	transcription regulator	 	-0.910	 	1.53E-02	ADIPOQ,CCN3,CDKN1A,DCX,EOMES,MTTP,PPARGC1A,SFN	 
Doxo14 vs Cycling0	NCOR1	 	transcription regulator	 	-1.342	bias	1.54E-02	ADIPOQ,CDKN1A,PRDM1,SLC5A1,SPINK1	 
Palbo28 vs Palbo3	PHF1	 	transcription regulator	 	 	 	1.54E-02	CDKN1A,SFN	 
Palbo28 vs Palbo3	MED12	 	transcription regulator	 	 	 	1.54E-02	GDF15,KITLG	 
Palbo28 vs Palbo3	ERF	 	transcription regulator	 	 	 	1.54E-02	COL17A1,COL7A1	 
Doxo3 vs Cycling0	LHX1	 	transcription regulator	Activated	2.236	bias	1.54E-02	C7orf57,FZD8,JAG1,SLC12A1,SPINK1	 
Doxo3 vs Cycling0	ETV5	 	transcription regulator	Inhibited	-2.236	 	1.54E-02	CAVIN2,CDKN1A,CYBB,GCH1,TNFRSF1B	 
Palbo3 vs Cycling0	STAT3	 	transcription regulator	 	-1.219	 	1.56E-02	AREG,BACH2,DRAXIN,EOMES,HERC5,ISM1,ITGAM,PPARGC1A,RNLS,TFPI2,TIGIT,TOX	 
Doxo3 vs Cycling0	SOX11	 	transcription regulator	 	1.300	bias	1.56E-02	DCX,DRAXIN,ERBB4,FCMR,FOLH1,PRDM1	 
Doxo14 vs Cycling0	SP4	 	transcription regulator	 	 	 	1.56E-02	CDKN1A,CHRNA3,KITLG	 
Doxo14 vs Cycling0	MAML1	 	transcription regulator	 	 	 	1.57E-02	HES4,RND3	 
Palbo28 vs Palbo3	ID1	 	transcription regulator	 	1.033	 	1.58E-02	CDKN1A,EOMES,PLAC8,PPARGC1A	 
Palbo28 vs Palbo3	GLI2	 	transcription regulator	 	-1.067	 	1.58E-02	ATP2A1,CDKN1A,CSTA,LAPTM5	 
Doxo14 vs Doxo3	KLF6	 	transcription regulator	 	-1.982	bias	1.58E-02	IFI30,PRDM1,TFPI2,UPP1	 
Palbo3 vs Cycling0	PRDM1	-0.178	transcription regulator	 	0.625	 	1.58E-02	BTK,ITGAM,MYO18B,PLAC8,ST14,TIGIT	 
Doxo14 vs Cycling0	SREBF1	 	transcription regulator	Activated	2.029	bias	1.59E-02	ACSS1,ADIPOQ,CDKN1A,IFI30,MDK,MTTP,TNFRSF1B,TTN	 
Doxo3 vs Cycling0	EBF1	 	transcription regulator	 	 	 	1.60E-02	ADIPOQ,INPP5D,ITK,PPARGC1A,PRDM1,SHC4	 
Doxo21 vs Doxo3	NKAP	 	transcription regulator	 	 	 	1.60E-02	ST8SIA6	 
Palbo14 vs Palbo3	MECP2	 	transcription regulator	 	 	 	1.60E-02	BEX2,CACNA1C,RSPO2,TFPI2,WNT9A	 
Palbo14 vs Palbo3	MYB	 	transcription regulator	 	0.000	 	1.60E-02	ATF3,KITLG,MEGF10,PDE2A,PRAG1	 
Doxo21 vs Cycling0	PKNOX2	 	transcription regulator	 	 	 	1.62E-02	BTG2,CDKN1A	 
Doxo14 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	1.62E-02	AREG,BEX2,FXYD3,HCK,KITLG,TOX	 
Doxo21 vs Cycling0	ATF3	1.387	transcription regulator	 	1.489	 	1.63E-02	ADIPOQ,ATF3,CDKN1A,DDIT3,PMAIP1	 
Doxo3 vs Cycling0	FOXO3	 	transcription regulator	Activated	2.603	 	1.63E-02	ATP6V0D2,CDKN1A,DDIT3,GRB14,INHBA,JAG1,PMAIP1,PPARGC1A,PRDM1,TNFRSF1B	 
Palbo28 vs Cycling0	CXXC1	 	transcription regulator	 	 	 	1.64E-02	CDKN1A	 
Palbo28 vs Cycling0	ZBTB49	 	transcription regulator	 	 	 	1.64E-02	CDKN1A	 
Palbo28 vs Cycling0	SALL2	 	transcription regulator	 	 	 	1.64E-02	CDKN1A	 
Palbo28 vs Cycling0	CGGBP1	 	transcription regulator	 	 	 	1.64E-02	CDKN1A	 
Doxo3 vs Cycling0	MTDH	 	transcription regulator	 	 	 	1.64E-02	CDKN1A,FTCD,GPC3,LY6D,PGF,PIWIL2	 
Palbo3 vs Cycling0	HLTF	 	transcription regulator	 	 	 	1.64E-02	EOMES,ITGAM	 
Doxo3 vs Cycling0	HDAC8	 	transcription regulator	 	 	 	1.65E-02	CDKN1A,PMAIP1	 
Doxo14 vs Cycling0	TWIST2	 	transcription regulator	 	 	 	1.65E-02	CDKN1A,DDIT3,PPARGC1A	 
Palbo28 vs Cycling0	MLX	 	transcription regulator	 	 	 	1.65E-02	ATF3,CCN3,EOMES	 
Palbo28 vs Cycling0	HIF1A	 	transcription regulator	 	0.533	 	1.66E-02	ADIPOQ,BACH2,CAVIN2,CCN3,CDKN1A,EDNRA,ERBB4,FOLH1,PLAC8,PMAIP1,SPHK1	 
Palbo28 vs Palbo3	TCF4	 	transcription regulator	 	-1.342	 	1.66E-02	BACH2,CADM1,CDKN1A,GRB14,HES7,NANOS1,PLAC8	 
Palbo14 vs Cycling0	SMARCA5	 	transcription regulator	 	0.000	 	1.68E-02	AEN,CDKN1A,RTP4,SMOC1	 
Doxo14 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.68E-02	CDKN1A,CYBB,CYP11A1,DCX,EOMES,ITGA9,PPARGC1A,RCSD1,RTP4,STOM	 
Palbo14 vs Palbo3	HLTF	 	transcription regulator	 	 	 	1.71E-02	EOMES,ITGAM	 
Doxo3 vs Cycling0	PPARGC1A	2.158	transcription regulator	 	1.547	bias	1.71E-02	ADIPOQ,ATP2B2,CDKN1A,CYP11A1,CYP3A4,GDF15,GNAO1,INHBA,PMAIP1,PPARGC1A,RIMS4,VSTM2A	 
Doxo14 vs Cycling0	TLX3	 	transcription regulator	 	 	 	1.74E-02	DRGX,VIP	 
Doxo14 vs Cycling0	ZNF277	 	transcription regulator	 	 	 	1.74E-02	CDKN1A,CEL	 
Palbo14 vs Palbo3	SIM1	 	transcription regulator	 	0.447	 	1.75E-02	CDH3,GRM8,MTCP1,PADI3,SEMA5B	 
Doxo14 vs Doxo3	ERG	 	transcription regulator	 	0.555	bias	1.76E-02	CHRNA3,FOLH1,PLEK,PRDM1,SLC15A1	 
Palbo14 vs Cycling0	PHF1	 	transcription regulator	 	 	 	1.76E-02	CDKN1A,SFN	 
Palbo14 vs Cycling0	ERF	 	transcription regulator	 	 	 	1.76E-02	COL17A1,COL7A1	 
Doxo21 vs Doxo3	GLI2	 	transcription regulator	 	 	 	1.76E-02	CSTA,JAG1,LAPTM5	 
Palbo28 vs Palbo3	HOXB13	 	transcription regulator	 	 	 	1.77E-02	CDKN1A,SPINK1	 
Palbo14 vs Palbo3	GLI1	 	transcription regulator	 	0.050	 	1.77E-02	ATF3,CDKN1A,FAM201A,FOLH1,HHIP,KITLG,LAPTM5,PPARGC1A,PRAG1	 
Doxo21 vs Cycling0	DLX3	 	transcription regulator	 	 	 	1.78E-02	CDKN1A,PGF	 
Doxo21 vs Cycling0	GATA4	 	transcription regulator	 	0.634	 	1.78E-02	CACNA1C,CYP11A1,INHBA,NOTCH4,PPL,THBS4,TTN	 
Palbo28 vs Cycling0	EBF2	 	transcription regulator	 	 	 	1.79E-02	LGI1,THBS4	 
Palbo28 vs Cycling0	SIX5	 	transcription regulator	 	 	 	1.79E-02	FZD8,ST14	 
Doxo14 vs Doxo3	NEUROD1	 	transcription regulator	 	 	 	1.79E-02	DCX,GCK	 
Doxo14 vs Cycling0	YY1	 	transcription regulator	 	-1.103	 	1.79E-02	BTG2,BTLA,CDKN1A,CYBB,GPC3,MDK,PMAIP1,RND3,WNT9A	 
Palbo14 vs Cycling0	NUPR1	 	transcription regulator	 	-1.000	 	1.79E-02	AEN,FZD8,GDF15,H3C13,H3C15,PRAG1,SH2D5,SHROOM3,TDRKH	 
Palbo28 vs Cycling0	SP1	 	transcription regulator	 	-1.497	 	1.80E-02	ATF3,CDKN1A,COL7A1,CYP11A1,DDB2,GDF15,ITGAM,MELTF-AS1,PMAIP1,PRLR,RNLS	 
Doxo21 vs Cycling0	ATF2	 	transcription regulator	 	1.990	bias	1.81E-02	ATF3,CYBB,DDIT3,PPARGC1A	 
Palbo14 vs Palbo3	SREBF1	 	transcription regulator	 	-1.350	 	1.82E-02	ACSS1,ADIPOQ,CDKN1A,GCK,IFI30,UCP2	 
Palbo14 vs Palbo3	VDR	 	transcription regulator	 	0.200	 	1.82E-02	ADIPOQ,ATP6V0D2,CDKN1A,CYP3A4,RNF144A,UCP2	 
Doxo21 vs Doxo3	RUNX3	 	transcription regulator	 	 	 	1.83E-02	CAPN6,EOMES,JAG1	 
Palbo28 vs Cycling0	HOXA10	 	transcription regulator	 	-0.218	 	1.84E-02	ADIPOQ,CDKN1A,CSTA,CYBB,RIT2	 
Doxo3 vs Cycling0	MAML1	 	transcription regulator	 	 	 	1.84E-02	HES4,RND3	 
Doxo21 vs Doxo3	EZH2	 	transcription regulator	 	 	 	1.85E-02	COL7A1,EOMES,GDF15,PRDM1,SFN,UPP1	 
Doxo21 vs Doxo3	HOXA13	 	transcription regulator	 	 	 	1.86E-02	JAG1,SHROOM3	 
Doxo21 vs Doxo3	NUPR1	 	transcription regulator	 	0.000	bias	1.87E-02	BRINP3,FZD8,GCH1,GDF15,SHROOM3,UPP1	 
Palbo3 vs Cycling0	NFAT5	 	transcription regulator	 	-0.293	 	1.88E-02	AREG,BTK,FCMR,GDF15,ITGAM,LY6D,PLAC8,SPHK1	 
Palbo28 vs Palbo3	PRDM16	 	transcription regulator	 	 	 	1.90E-02	CCN3,CDKN1A,PPARGC1A	 
Doxo14 vs Doxo3	PTF1A	 	transcription regulator	 	 	 	1.90E-02	IPCEF1,KLHL14	 
Doxo3 vs Cycling0	FOXL2	 	transcription regulator	 	1.980	bias	1.91E-02	ATF3,INHBA,PPARGC1A,ZNF165	 
Palbo14 vs Palbo3	NKX2-3	 	transcription regulator	 	-0.530	 	1.91E-02	CAVIN2,CDKN1A,GCH1,GDF15,TFPI2	 
Doxo14 vs Cycling0	PKNOX2	 	transcription regulator	 	 	 	1.92E-02	BTG2,CDKN1A	 
Palbo3 vs Cycling0	LEF1	 	transcription regulator	 	0.816	 	1.94E-02	DNASE1L3,GNAO1,KCNJ3,LY6D,ST14,TEX15	 
Doxo21 vs Cycling0	HDAC4	 	transcription regulator	 	 	 	1.94E-02	ATF3,CACNA1C,CDKN1A,GABRG3,LGI1	 
Palbo28 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	1.95E-02	ADIPOQ,CDKN1A,EDNRA,EOMES	 
Palbo14 vs Cycling0	NCOR1	 	transcription regulator	 	0.000	 	1.95E-02	ADIPOQ,CDKN1A,SLC5A1,SPINK1	 
Doxo21 vs Cycling0	CXXC1	 	transcription regulator	 	 	 	1.95E-02	CDKN1A	 
Doxo21 vs Cycling0	ZBTB49	 	transcription regulator	 	 	 	1.95E-02	CDKN1A	 
Doxo21 vs Cycling0	SALL2	 	transcription regulator	 	 	 	1.95E-02	CDKN1A	 
Doxo21 vs Cycling0	CCNT2	 	transcription regulator	 	 	 	1.95E-02	DDIT3	 
Doxo21 vs Cycling0	CGGBP1	 	transcription regulator	 	 	 	1.95E-02	CDKN1A	 
Doxo14 vs Doxo3	SMAD4	 	transcription regulator	Inhibited	-2.216	 	1.95E-02	BTLA,CDH3,COL7A1,HGF,JAG1	 
Palbo3 vs Cycling0	ATF4	 	transcription regulator	 	 	 	1.95E-02	AREG,ATF3,GDF15,KLHDC7B,TIGIT	 
Doxo21 vs Cycling0	KLF6	 	transcription regulator	 	1.482	bias	1.98E-02	ATF3,CDKN1A,CYBB,GCH1,IFI30,PMAIP1,UPP1	 
Palbo28 vs Palbo3	TCF7	 	transcription regulator	 	0.239	 	1.99E-02	CDKN1A,DNASE1L3,EOMES,ST14,TEX15,TIGIT,TOX	 
Doxo21 vs Doxo3	MYBBP1A	 	transcription regulator	 	 	 	1.99E-02	PPARGC1A	 
Palbo14 vs Cycling0	GLI2	 	transcription regulator	 	-0.152	 	2.00E-02	ATP2A1,CDKN1A,CSTA,LAPTM5	 
Palbo14 vs Cycling0	NFIC	 	transcription regulator	 	0.000	 	2.00E-02	CDKN1A,CEL,CYP11A1,SPINK1	 
Doxo3 vs Cycling0	NUPR1	 	transcription regulator	 	0.577	bias	2.02E-02	ACSS1,AEN,ATF3,BRINP3,DDIT3,FZD8,GCH1,GDF15,H3C13,PRAG1,SHROOM3,UPP1	 
Palbo14 vs Cycling0	HOXB13	 	transcription regulator	 	 	 	2.02E-02	CDKN1A,SPINK1	 
Palbo28 vs Palbo3	ZEB2	 	transcription regulator	 	 	 	2.02E-02	CDKN1A,ESRP1,HERC5	 
Doxo3 vs Cycling0	DDIT3	2.571	transcription regulator	 	0.475	 	2.03E-02	ATF3,DDIT3,JAG1,KLHDC7B,PPARGC1A	 
Doxo3 vs Cycling0	TLX3	 	transcription regulator	 	 	 	2.04E-02	DRGX,VIP	 
Doxo3 vs Cycling0	ZNF277	 	transcription regulator	 	 	 	2.04E-02	CDKN1A,CEL	 
Doxo21 vs Doxo3	RELA	 	transcription regulator	Inhibited	-2.219	bias	2.05E-02	BEX2,CYBB,EOMES,GCH1,GDF15,PRDM1	 
Palbo28 vs Cycling0	NFAT5	 	transcription regulator	 	1.446	 	2.05E-02	BTK,CDKN1A,CYBB,FCMR,GDF15,ITGAM,LY6D,PLAC8,SPHK1	 
Doxo21 vs Cycling0	NEUROG3	 	transcription regulator	 	 	 	2.05E-02	CDKN1A,CPB1,MDK,PPY	 
Doxo14 vs Doxo3	FOXI1	 	transcription regulator	 	 	 	2.06E-02	ATP6V0D2	 
Doxo14 vs Doxo3	PHOX2A	 	transcription regulator	 	 	 	2.06E-02	CHRNA3	 
Doxo14 vs Cycling0	TCF7L1	 	transcription regulator	 	0.000	 	2.06E-02	ATF3,EOMES,KCNJ3,VSTM2A	 
Palbo14 vs Palbo3	N4BP2L2	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo14 vs Palbo3	YEATS4	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo14 vs Palbo3	ELL	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo14 vs Palbo3	SOX13	 	transcription regulator	 	 	 	2.06E-02	WNT2	 
Palbo14 vs Palbo3	SRCAP	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo14 vs Palbo3	HES6	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo14 vs Palbo3	SCML2	 	transcription regulator	 	 	 	2.06E-02	CDKN1A	 
Palbo28 vs Cycling0	PHF1	 	transcription regulator	 	 	 	2.07E-02	CDKN1A,SFN	 
Doxo3 vs Cycling0	TWIST2	 	transcription regulator	 	 	 	2.07E-02	CDKN1A,DDIT3,PPARGC1A	 
Doxo14 vs Doxo3	MSC	 	transcription regulator	 	 	 	2.08E-02	HGF,ZNF423	 
Palbo28 vs Palbo3	N4BP2L2	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
Palbo28 vs Palbo3	YEATS4	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
Palbo28 vs Palbo3	ELL	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
Palbo28 vs Palbo3	SOX13	 	transcription regulator	 	 	 	2.10E-02	WNT2	 
Palbo28 vs Palbo3	SRCAP	 	transcription regulator	 	 	 	2.10E-02	CDKN1A	 
